,t-SNE 1,t-SNE 2
E108_656,11.6777115,-0.63032234
E109_343,-1.5149252,1.0030605
E110_522,1.1756301,-0.13754998
E111_782,19.7218,-0.62504166
E112_532,10.329639,-1.0877323
E113_430,-0.90121335,1.786082
E114_62,-19.557928,-0.29337388
E115_440,1.9896412,-0.51248753
E116_653,13.977601,0.03429595
E117_190,-9.80484,-0.48719943
E118_46,-18.275158,0.41984722
E119_721,19.93903,-0.97314876
E120_157,-14.018095,-0.2638706
E121_181,-15.513375,0.27140024
E122_247,-9.335358,-0.3062083
E123_296,-7.1769114,1.0190649
E124_649,8.066883,-0.15595862
E125_594,11.730631,-0.7382127
E126_510,10.137642,-1.1188607
E127_254,-13.028792,0.41043058
E128_619,15.655585,-1.638738
E129_791,19.234089,-0.66420317
E130_709,19.041649,0.051422007
E131_116,-18.116224,0.78780806
E132_720,19.8505,-1.4210058
E133_580,12.912846,-1.4185948
E134_646,12.129787,-0.3917649
E135_712,17.322145,-0.9861995
E136_175,-16.186228,0.35680047
E137_595,11.361274,-0.604753
E138_717,18.688456,-1.1299589
E139_542,12.114107,-1.1842583
E140_615,11.535906,0.076182805
E141_518,7.648277,-0.7018927
E142_142,-13.155042,0.16779315
E143_154,-12.334536,0.6267602
E144_282,-3.198815,-0.015572972
E145_547,9.503827,-0.2756509
E146_164,-13.173035,0.86320066
E147_98,-16.398533,-0.19587581
E148_302,-9.0317335,0.42338976
E149_41,-19.310528,0.53714556
E150_464,5.5242257,-1.3233242
E151_627,16.651676,0.47905812
E152_481,1.0157757,0.9791689
E153_377,-2.376745,-0.5774805
E154_588,15.845653,-1.412963
E155_409,2.42849,0.31114823
E156_345,-2.0955281,0.44864017
E157_223,-8.82813,-0.48181927
E158_768,21.20466,-0.17765261
E159_455,10.609425,-0.62057745
E160_164,-14.301249,-0.091571614
E161_345,-5.283548,0.34438294
E162_691,19.364605,-0.55945647
E163_544,11.980247,-0.21181928
E164_649,13.909334,-0.3657908
E165_187,-12.53704,0.49956307
E166_463,6.8237004,0.4580654
E167_412,1.9301138,-0.70560634
E168_138,-15.967324,0.04305146
E169_295,-7.9641995,1.2876109
E170_756,19.759802,-0.8427291
E171_617,14.931417,-1.6693811
E172_306,-3.3974762,0.023372436
E173_227,-8.055518,-0.050092496
E174_79,-18.81446,0.08219011
E175_267,-4.545786,0.7433986
E176_517,5.564173,-1.1960669
E177_275,-7.0671043,1.1569718
E178_594,13.888677,-0.7404835
E179_736,19.794376,-0.4876516
E180_609,12.489639,-0.94930124
E181_271,-8.676646,-0.25053716
E182_722,15.791139,-0.16598298
E183_549,6.646119,0.061419595
E184_621,15.96565,-1.2464136
E185_302,-6.836729,0.31968072
E186_209,-12.0741005,0.50955445
E187_118,-14.71053,-0.11690807
E188_698,15.910103,-2.0258555
E189_728,20.162296,-0.8733701
E190_624,7.452502,0.7540549
E191_322,-2.2524626,-0.041601222
E192_698,17.10719,-1.2197467
E193_325,-4.232968,0.32736805
E194_540,7.6418247,-1.2820723
E195_228,-9.814327,0.44408953
E196_695,16.305338,-0.32869458
E197_415,-2.0434117,0.052387245
E198_601,5.305081,0.30266067
E199_161,-13.502965,0.4429455
E200_110,-15.049143,0.7404441
E201_570,7.0389,-1.3507595
E202_227,-8.624264,-0.12847455
E203_333,-3.6539488,-0.6726656
E204_242,-7.7133374,0.19638123
E205_24,-19.010752,1.0244776
E206_777,19.242704,-0.117068626
E207_628,13.275859,-0.53207743
E208_556,3.9624524,-0.63796526
E209_578,9.058988,-1.0563978
E210_594,12.257571,0.39064786
E211_258,-8.000091,0.22893226
E212_329,-2.2953906,-0.44888353
E213_563,12.279877,-0.3176404
E214_530,6.767944,0.1700872
E215_340,-2.3611178,0.960291
E216_266,-9.930452,0.6828911
E217_244,-9.373612,0.47553733
E218_373,-3.3774126,-0.2793674
E219_172,-13.290287,1.1332666
E220_531,9.644897,-0.49073425
E221_297,-4.186295,0.66186154
E222_424,2.480933,0.1879807
E223_477,6.4249954,0.124108054
E224_721,20.134045,0.12203519
E225_686,17.734945,-1.123834
E226_733,18.906387,-0.5174712
E227_157,-12.9746065,0.44101694
E228_742,16.854626,-0.31214955
E229_435,5.2294493,0.1989443
E230_555,3.046323,-1.4608285
E231_331,-3.5601966,0.6825702
E232_297,-3.9519882,-0.071687475
E233_436,2.8144581,-0.92564607
E234_751,19.341343,-0.39588812
E235_336,-4.510567,-0.047445077
E236_383,2.2485313,-0.91432637
E237_418,1.7331918,-0.8493616
E238_136,-18.006222,1.4988487
E239_615,6.587573,-0.9093914
E240_703,17.50428,-1.0160311
E241_705,15.959869,-1.0015477
E242_331,-1.4573764,0.8212682
E243_77,-18.250446,-0.5918982
E244_113,-17.664873,0.21506694
E245_466,7.084326,-0.6308438
E246_657,16.372185,-1.8160765
E247_512,12.387251,0.31722245
E248_352,-2.6199257,0.41334638
E249_276,-3.3539703,-0.2848199
E250_337,-3.3989658,0.5152955
E251_151,-12.9220915,-0.3900581
E252_95,-17.622646,-0.24040721
E253_457,3.4759426,-0.3706442
E254_184,-9.322489,-0.669655
E255_139,-13.006746,1.3962501
E256_707,15.80056,-0.4281248
E257_707,18.706806,0.5203221
E258_154,-12.269028,0.78560674
E259_318,0.45110434,-0.4292922
E260_281,-6.440179,-0.037619647
E261_354,1.4123325,0.089037344
E262_401,2.294522,-0.40439382
E263_271,-3.9787102,-0.3406616
E264_118,-13.545472,-0.083967686
E265_708,16.018839,-1.9711905
E266_468,1.5190852,0.17005397
E267_626,15.562405,-0.966281
E268_193,-17.178326,0.82539105
E269_123,-13.906963,0.81779516
E270_454,9.266574,-0.26605397
E271_222,-13.408001,0.12930438
E272_293,-3.1733887,-1.0383195
E273_101,-15.334793,0.45624244
E274_642,15.929459,-0.29897586
E275_395,-1.6040837,-0.14864019
E276_23,-20.036648,0.5970944
E277_481,7.8628936,-0.09791467
E278_177,-7.513685,0.5759909
E279_479,4.415886,0.61402744
E280_277,-8.485918,0.44166628
E281_514,5.8916554,-0.61681944
E282_793,19.663193,-0.31270033
E283_680,16.128456,-0.55479974
E284_389,-3.13732,0.19635423
E285_496,6.063593,-1.2012385
E286_283,-7.343322,0.8775529
E287_722,16.961859,-1.1210206
E288_431,-0.7266485,0.08851806
E289_97,-17.9303,-0.1112137
E290_460,-2.9071286,0.5039011
E291_762,21.234531,-0.4156804
E292_474,6.5867496,-0.038495645
E293_692,19.224365,-0.7259486
E294_349,-3.3096354,-0.18252487
E295_448,2.8214593,-0.7131179
E296_627,15.59668,-1.2596116
E297_21,-19.763334,0.36119363
E298_166,-15.245418,-0.1752268
E299_487,7.3036413,-0.71976894
E300_220,-14.226778,0.42901158
E301_82,-18.552204,0.23462833
E302_62,-19.117287,1.3155057
E303_612,11.345727,0.20358035
E304_340,-2.6345744,-1.2186831
E305_168,-12.365193,-0.20727357
E306_106,-17.846195,0.483196
E307_312,-4.702124,-0.73180705
E308_792,17.224009,-0.6883411
E309_747,17.807058,0.15384658
E310_415,-3.0555477,-0.9483131
E311_389,1.2746866,-0.02928567
E312_529,7.5166607,-0.624043
E313_591,9.818965,-0.6499141
E314_566,12.065125,0.9763067
E315_283,-8.077779,-0.109332025
E316_689,16.139223,0.24953797
E317_245,-8.8231735,1.0595382
E318_165,-14.198872,1.2008042
E319_131,-12.959228,0.36810485
E320_611,11.436971,-0.664421
E321_641,14.398536,-0.48590216
E322_311,-3.7648916,-0.7948107
E323_668,17.035944,-0.65603745
E324_288,-8.029354,-0.16992188
E325_306,-2.1207743,0.07192105
E326_64,-19.416689,-0.07738685
E327_766,20.166765,-0.9610019
E328_143,-15.621845,1.0422593
E329_481,8.042279,-0.5427198
E330_19,-19.45125,0.9869414
E331_5,-20.636154,1.2447653
E332_340,0.7071296,0.50649446
E333_362,0.89573526,0.08156376
E334_368,-2.525917,1.1020848
E335_198,-12.333941,0.33681032
E336_290,-7.8550487,1.0896257
E337_649,16.849558,-2.2555203
E338_245,-7.9024653,0.24471743
E339_374,1.1611954,0.552324
E340_744,16.704481,-0.96888995
E341_654,11.172595,-0.37594184
E342_242,-7.940486,1.1320465
E343_297,-6.735781,0.54729134
E344_620,11.038966,-0.9177377
E345_747,19.185284,-0.44948167
E346_508,7.555017,-0.32280403
E347_212,-14.521101,0.332548
E348_448,6.1307054,0.37822646
E349_478,6.5843635,-0.94022924
E350_550,7.5866504,-1.144888
E351_500,7.11529,-0.36501256
E352_633,13.281054,-0.4841657
E353_712,11.201108,-0.078626856
E354_495,10.860489,-1.4381925
E355_187,-9.321794,0.58678454
E356_102,-17.683577,-0.5347384
E357_119,-14.116265,0.065450855
E358_331,-2.333483,0.10992611
E359_531,3.4866312,0.32348722
E360_325,-2.6797304,-0.33927098
E361_755,20.670332,-0.4950089
E362_615,12.18623,0.6007939
E363_442,3.0966113,-0.3354497
E364_68,-17.666893,0.7097094
E365_122,-18.499292,0.9218687
E366_658,12.793137,-1.0736166
E367_782,20.238337,-0.5800537
E368_204,-8.635104,0.6173998
E369_508,11.254877,-0.7060395
E370_672,19.739943,-0.87799716
E371_786,20.985912,-0.3984588
E372_84,-18.567986,-0.0003850272
E373_116,-13.290072,1.0187494
E374_328,-3.878447,-0.5157918
E375_304,-7.3276606,0.057412107
E376_259,-7.8459115,0.51199853
E377_508,7.8855805,-1.4756757
E378_213,-12.825167,0.31895545
E379_536,4.46907,-0.62096953
E380_42,-19.31003,0.5646633
E381_698,16.250212,-0.4389754
E382_542,9.4039135,-0.5306034
E383_474,6.2079782,0.04903304
E384_82,-19.80688,-0.45736057
E385_550,8.848479,-0.025072312
E386_367,-3.2106898,-0.1495735
E387_93,-17.630142,0.68258965
E388_199,-10.452913,0.74719155
E389_26,-20.536118,0.91675115
E390_697,17.243122,0.15473841
E391_197,-7.9994097,-0.7843331
E392_677,14.929465,-0.8723334
E393_670,7.6221147,0.6493374
E394_502,7.0037,-0.9592123
E395_129,-12.544082,1.4974198
E396_658,15.0676775,-0.08301956
E397_791,20.013357,-1.1375544
E398_83,-17.124598,0.40717927
E399_485,6.851201,0.30191553
E400_72,-18.824953,0.7093261
E401_723,19.642899,-0.28770423
E402_473,5.043372,-0.92190814
E403_606,12.907074,0.94069225
E404_446,1.290666,-0.17993678
E405_444,3.373597,-0.5431656
E406_563,7.4354258,0.6833339
E407_346,-2.1236968,-0.15594712
E408_131,-13.729199,0.99478716
E409_459,-0.9830789,0.08364276
E410_263,-3.5043943,0.84167427
E411_245,-10.041769,0.18097033
E412_661,7.512558,-0.54879075
E413_258,-8.357167,-0.3678015
E414_245,-11.633646,-0.08128558
E415_58,-18.520264,-0.5543112
E416_599,-1.5266837,0.44576856
E417_770,17.910196,-1.0682905
E418_470,-3.945894,-0.66667193
E419_732,16.741173,-0.34828898
E420_570,12.801301,-0.026303202
E421_313,-5.6547947,-0.030532472
E422_172,-13.189598,0.04318585
E423_472,6.118147,-0.47230753
E424_406,1.5327898,-0.65373206
E425_638,16.292114,-0.40559685
E426_750,18.337997,-0.9505763
E427_654,7.379082,0.32944193
E428_685,14.621197,-0.24584025
E429_390,-2.2130265,-0.37241763
E430_568,10.237631,-1.6456186
E431_571,7.572593,0.24666928
E432_166,-17.415218,0.37104127
E433_684,12.200935,-0.5573904
E434_662,11.382543,0.34490657
E435_523,6.0340085,-0.28413767
E436_583,5.857599,-0.18646368
E437_435,2.9376092,-0.79705393
E438_143,-14.194341,0.7555405
E439_624,12.533437,0.45491186
E440_712,16.592726,-0.24275212
E441_76,-18.16835,-0.43147755
E442_121,-14.002454,0.14118241
E443_380,-3.771091,0.69136363
E444_551,8.116953,-0.6178203
E445_94,-18.917204,-0.12301475
E446_304,-7.020155,-0.6935707
E447_484,2.986281,-0.7187943
E448_183,-15.473669,-0.16537069
E449_467,7.906869,-0.8455611
E450_145,-15.68265,-0.16972347
E451_367,-2.4551888,0.19947125
E452_264,-8.130372,-0.09069338
E453_147,-12.860873,1.0906719
E454_348,-2.5779126,-0.1208221
E455_764,19.969872,-0.28335366
E456_520,4.338244,-0.5818435
E457_98,-17.333435,0.14631975
E458_375,-4.0846844,0.50542307
E459_228,-8.3041935,0.36672506
E460_282,-2.4208713,-1.1527029
E461_752,21.062485,-0.3697451
E462_340,-3.0434349,0.49602154
E463_790,20.100409,-0.45559812
E464_395,1.9115292,-0.092528105
E465_382,2.1478097,-0.10574755
E466_406,2.0611267,0.07880013
E467_457,3.028563,-1.2172463
E468_256,-4.9377165,-0.4700687
E469_529,10.314,0.23186888
E470_450,-0.3472405,-0.16626519
E471_4,-20.684875,1.0872321
E472_76,-17.924875,-0.18544339
E473_591,16.328733,0.44008964
E474_218,-5.4526143,-0.25632238
E475_306,-7.136707,0.22289519
E476_591,8.205565,0.13648705
E477_697,16.867283,-0.69256413
E478_31,-19.490578,0.41769877
E479_84,-18.0481,0.5318449
E480_410,6.681731,0.08715241
E481_347,-2.123021,0.9483581
E482_241,-7.045599,1.1134524
E483_735,20.54847,-0.42995557
E484_12,-20.055002,0.6024812
E485_156,-14.237359,0.7524159
E486_36,-19.6498,1.0417905
E487_284,-7.928099,0.7998447
E488_712,16.948053,-0.4289461
E489_661,8.684008,-1.0768353
E490_457,7.7532034,-0.4885249
E491_682,16.280544,-0.46460482
E492_518,6.963466,-0.2627549
E493_652,12.122636,0.08535757
E494_420,1.585565,-0.78328115
E495_593,12.049778,-0.6566276
E496_76,-16.790539,-0.35266635
E497_339,-2.8659189,-1.1257894
E498_228,-7.721882,-0.5061912
E499_708,10.818596,-1.0306871
E500_400,-1.1687493,-0.8842915
E501_495,9.923016,-0.12991638
E502_713,15.751867,0.9526863
E503_168,-13.454249,0.2528242
E504_383,5.133888,0.5541788
E505_793,20.67856,-0.44790453
E506_411,2.828749,0.0065516676
E507_19,-19.143354,1.1278257
E508_682,16.986969,-0.108250484
E509_482,2.39871,0.718116
E510_111,-14.7349,0.7562397
E511_730,20.156979,-0.4766926
E512_498,5.368986,-0.1102489
E513_754,16.395576,0.8061973
E514_278,-5.9798946,0.5114932
E515_399,2.9756012,1.0514786
E516_1,-20.797548,1.3485337
E517_219,-12.096074,0.4561935
E518_274,-8.031683,-0.7448675
E519_68,-19.054655,0.40810403
E520_138,-13.442216,0.24224932
E521_573,8.451719,-0.51998067
E522_39,-18.47106,0.7892516
E523_493,7.222557,0.38587812
E524_534,12.864971,0.25698715
E525_323,-7.480583,0.2907112
E526_370,-2.0830112,-0.43811136
E527_3,-20.689287,1.1710032
E528_400,2.090906,0.111301325
E529_592,10.866889,0.21682617
E530_624,10.166804,-0.2187599
E531_354,-7.177621,0.27761406
E532_706,15.438794,-0.5294372
E533_258,-8.417502,0.83800334
E534_301,-7.6209717,-0.36163858
E535_220,-11.305843,0.056720298
E536_712,16.777407,-1.0711752
E537_87,-18.36758,1.2316033
E538_506,6.0942106,-0.33391976
E539_636,12.138419,-0.50254625
E540_574,13.68536,-0.2925139
E541_660,15.513346,-0.028445048
E542_522,7.298011,-0.46956068
E543_74,-17.046335,-0.2691132
E544_573,3.580874,0.23619966
E545_766,20.175358,-0.6190614
E546_10,-19.991365,0.8103688
E547_160,-13.678527,0.8794472
E548_345,-2.7676277,0.6586227
E549_254,-7.1198955,0.7253642
E550_475,2.335875,-0.305907
E551_344,-2.7371163,0.6164894
E552_278,-8.5213375,0.9525219
E553_590,8.295352,-0.48768714
E554_531,2.3504527,-0.3198588
E555_281,-8.803813,0.6528753
E556_678,12.489545,-0.5095733
E557_554,13.866144,0.17221838
E558_145,-13.666483,1.6245924
E559_190,-13.010309,0.28821656
E560_619,12.40432,0.86830527
E561_189,-13.486863,1.4576944
E562_347,-2.5492718,0.015035499
E563_766,20.618862,-0.35108757
E564_354,-0.9534545,-0.16330631
E565_258,-7.78486,-0.1626121
E566_135,-17.504599,-0.2969501
E567_381,-0.19439167,0.29514527
E568_601,10.270751,0.15087721
E569_624,15.189231,-1.1755152
E570_192,-12.044475,0.688546
E571_118,-15.70415,-0.5981155
E572_260,-7.7130876,0.7190395
E573_695,12.277985,-0.13834877
E574_741,17.748484,-1.086555
E575_227,-8.050293,0.50331813
E576_691,15.833831,-0.79786605
E577_264,-7.578911,0.91575426
E578_776,19.957722,-1.1233802
E579_142,-16.040133,0.49053824
E580_458,7.6398153,0.13168778
E581_162,-12.505516,1.1397506
E582_333,-2.7783515,0.64560306
E583_129,-14.616516,0.07283989
E584_428,2.3193743,-0.51570815
E585_420,0.5670206,0.0402611
E586_100,-16.91015,0.92409647
E587_620,11.789472,-0.11354067
E588_314,-6.083123,-0.20217817
E589_340,-2.822998,0.37327328
E590_369,2.897324,-0.8644994
E591_320,-0.6804767,-0.11772746
E592_13,-20.50594,0.47442865
E593_138,-13.427185,-0.3254812
E594_152,-16.281363,0.54395795
E595_286,-4.632263,0.23342212
E596_255,-9.4042015,0.9189756
E597_414,-0.55276674,0.63491654
E598_54,-19.607141,1.1180756
E599_759,18.532772,-0.19639772
E600_216,-12.498212,0.3257214
E601_141,-14.589461,1.115102
E602_58,-18.730122,1.171148
E603_718,20.278845,-1.1039534
E604_242,-13.077778,0.52437854
E605_737,19.07128,-0.3670534
E606_475,4.4839077,0.061205506
E607_658,7.8577695,0.6490198
E608_286,-5.3007016,0.368907
E609_471,2.352127,0.660229
E610_176,-13.484214,1.4238098
E611_186,-8.985042,-0.16085598
E612_712,15.983567,-0.001154003
E613_778,21.14475,-0.40571517
E614_276,-7.663925,0.09098421
E615_404,-1.5125463,0.16650665
E616_268,-8.811167,0.36631262
E617_280,-2.1375866,-0.18822248
E618_154,-13.393732,1.0884553
E619_338,-2.9454212,0.57735974
E620_284,-8.25817,0.64524156
E621_257,-11.211004,0.4707281
E622_66,-17.808256,0.14982642
E623_320,-1.7188601,0.096828274
E624_432,6.46894,-1.2852731
E625_71,-18.151945,0.007168845
E626_346,-4.2538896,0.44451073
E627_418,3.9386222,-0.517284
E628_566,15.312719,-1.3606637
E629_584,11.100586,-1.8245597
E630_324,-3.951876,0.22725837
E631_729,20.30817,-0.49316698
E632_227,-8.27963,1.0638676
E633_272,-11.038519,0.11404041
E634_443,6.7960343,1.0716654
E635_4,-20.671076,1.4517099
E636_325,-7.322523,0.40270746
E637_199,-7.8242116,0.6308362
E638_619,6.4115996,-0.0722591
E639_577,6.255909,-1.0515858
E640_699,16.743246,-1.6934063
E641_719,19.856792,-0.58251005
E642_76,-18.66832,0.17785785
E643_192,-12.43495,-0.45063266
E644_374,-2.3935676,0.795134
E645_774,20.08159,0.2618738
E646_641,11.297537,-0.7588745
E647_685,14.183073,-0.5356668
E648_580,12.412033,-0.50929004
E649_590,8.753353,0.6196763
E650_721,12.484391,-1.1953149
E651_765,20.559916,-0.6017557
E652_681,16.084408,-1.3454317
E653_446,3.5163271,0.5803476
E654_21,-19.807974,0.6484387
E655_420,1.103832,0.09708551
E656_404,2.3853974,0.9294077
E657_742,19.292423,-1.2376926
E658_215,-7.0921206,0.11579113
E659_325,-8.609624,-0.13222067
E660_796,16.11858,-0.5652228
E661_441,2.186485,-0.10239627
E662_18,-19.28028,0.1929742
E663_542,8.07923,-0.79887676
E664_675,16.641148,-0.9507849
E665_337,-2.4864633,0.76456827
E666_557,7.4101295,-0.75645417
E667_405,1.265645,0.565629
E668_106,-18.52913,1.022366
E669_45,-19.34082,0.3341337
E670_220,-12.708665,0.21821637
E671_425,2.013872,-0.47853273
E672_442,2.4220688,-0.197312
E673_535,7.7820916,0.117908
E674_45,-18.1892,0.082751505
E675_635,15.482486,0.58217466
E676_12,-20.320745,1.2705438
E677_438,-2.2405982,-0.1951377
E678_288,-7.371363,-0.38496786
E679_391,-2.2716484,0.6176009
E680_397,0.92884684,-0.5143669
E681_650,10.501852,-0.50825006
E682_357,-1.0296022,-0.27260745
E683_57,-18.520233,0.57465565
E684_357,-1.8376844,0.7700317
E685_422,7.5671287,0.5249318
E686_186,-10.184246,0.6178284
E687_265,-4.736092,0.18283053
E688_677,15.728191,-0.41494858
E689_285,-4.0242896,0.017434817
E690_611,16.153885,-0.3361819
E691_423,1.8329492,0.011049424
E692_474,6.8193283,-0.6382743
E693_290,-7.443306,0.27765274
E694_738,21.44095,-0.29164183
E695_59,-20.591251,1.1185144
E696_323,-4.600512,0.2061257
E697_198,-14.03084,-0.083528645
E698_363,-4.0789785,0.2583068
E699_639,16.267918,-1.6521305
E700_480,1.6733553,-1.0891455
E701_520,7.451715,0.3240603
E702_159,-13.541594,1.2085266
E703_568,11.633266,-1.2508726
E704_406,1.9524928,0.14593142
E705_280,-2.0538018,-0.8914042
E706_563,11.426457,0.122791536
E707_135,-17.209267,1.0462801
E708_619,15.096476,-1.7484413
E709_445,6.004342,-0.8864347
E710_527,6.4796515,-0.5071704
E711_101,-15.360383,0.6798764
E712_186,-13.140266,0.04501778
E713_674,15.392209,-1.2147127
E714_194,-12.498705,1.1871272
E715_434,-2.1024961,-0.53304183
E716_133,-15.677967,0.30758995
E717_262,-5.671902,-0.20031731
E718_680,17.263193,-0.09650979
E719_644,15.828148,-0.5749974
E720_81,-17.539993,0.46779355
E721_50,-18.299778,-0.41662493
E722_670,16.175999,-0.2675271
E723_176,-13.301572,0.5134527
E724_296,1.7431327,-0.80374354
E725_471,2.417433,-0.5213849
E726_167,-13.050333,1.3915714
E727_4,-20.56537,1.021722
E728_74,-18.118784,0.3479336
E729_112,-18.843792,0.8950647
E730_374,-3.5663671,0.16868715
E731_471,7.7165565,-0.46958372
E732_625,9.032945,0.6076691
E733_481,7.551942,-0.78083444
E734_645,11.898366,0.35412073
E735_383,-0.91584486,0.07526047
E736_224,-11.365089,0.30404264
E737_215,-11.664964,1.3449478
E738_72,-19.641289,0.084539816
E739_743,17.372189,-0.97216445
E740_789,18.75699,-0.64508694
E741_442,2.7965884,0.37511554
E742_183,-14.237248,1.0203438
E743_86,-17.822245,0.044389747
E744_214,-10.310745,0.054606255
E745_243,-7.16333,0.72288007
E746_566,16.775558,-0.4997263
E747_558,6.734256,-0.52373224
E748_454,2.251477,-0.31958437
E749_0,-20.858707,1.4410609
E750_376,1.2927033,-0.29240397
E751_726,17.07819,0.07011108
E752_746,12.098952,0.5520117
E753_73,-16.737755,-0.33803657
E754_472,7.8347006,-0.032532517
E755_324,-3.1641452,1.2268142
E756_569,10.580898,0.112340435
E757_568,12.6078005,-0.30391732
E758_490,7.024581,-0.39440292
E759_484,7.2520194,0.25899383
E760_129,-13.37491,0.022183314
E761_447,6.826462,0.46473017
E762_152,-13.133416,0.8952573
E763_682,17.090908,-1.4855108
E764_657,12.201408,0.7024733
E765_356,1.7893771,-0.9267893
E766_501,6.134524,-0.7868783
E767_175,-12.643672,1.0980029
E768_10,-20.169786,1.1057042
E769_750,17.929699,-0.85167056
E770_721,16.57322,-1.1324207
E771_649,12.061811,-0.64001644
E772_229,-8.058974,0.2686615
E773_468,2.4198425,-0.38151923
E774_746,20.028622,-0.7394034
E775_190,-11.230582,0.51800895
E776_695,15.081171,-0.04215432
E777_246,-16.460178,0.85075617
E778_733,16.630522,-0.9633282
E779_695,12.308842,-0.9768415
E780_41,-18.519163,0.68840027
E781_351,-0.20307092,-0.80622584
E782_249,-7.812777,-0.6858289
E783_143,-14.393136,0.23729092
E784_767,20.595142,-0.54113394
E785_200,-10.846816,0.83284974
E786_623,14.281063,-0.6777479
E787_316,-6.182872,0.18830547
E788_143,-14.547988,0.8355685
E789_335,-2.5324042,-0.593888
E790_632,15.342274,-0.37580904
E791_375,1.9599591,-0.11722255
E792_398,1.9101106,1.1016642
E793_265,-6.314797,0.23238415
E794_620,11.965652,0.21225289
E795_652,17.206757,-1.3669204
E796_379,-2.539746,-0.106475756
E797_365,-2.953315,0.21239841
E798_794,19.37936,-0.73475146
E799_104,-13.088276,1.1359499
E800_558,6.3936257,0.32903844
E801_791,19.356398,-0.67985
E802_258,-8.893035,0.83575493
E803_76,-17.713305,0.49976775
E804_216,-14.121848,0.18267697
E805_292,-7.972384,0.6940374
E806_31,-19.936579,1.1639044
E807_785,17.773716,0.587204
E808_402,2.6394353,0.72886246
E809_366,2.296517,0.53160244
E810_547,10.441768,-0.36703354
