,t-SNE 1,t-SNE 2
E121_771,4.7551875,-8.464696
E122_481,-6.5027103,5.020893
E123_278,6.1471834,6.614072
E124_309,5.829109,6.6667185
E125_562,-8.454609,0.39593855
E126_583,4.355654,7.431721
E127_375,-5.548238,6.8098207
E128_338,-4.056033,8.645132
E129_524,-8.867958,-0.19208151
E130_310,-3.50058,8.722203
E131_195,6.4012094,3.9229245
E132_41,4.0347533,-5.1398053
E133_91,7.5514317,-5.780873
E134_50,0.98715246,-6.728272
E135_41,3.7225158,-7.5332212
E136_247,8.965151,2.4807515
E137_630,-2.9458811,-8.361839
E138_667,-3.361129,-7.4354696
E139_385,-7.658709,6.192051
E140_586,-8.951305,-0.87213784
E141_38,4.2695436,-4.0316296
E142_440,-5.5560412,8.0376005
E143_301,-3.7002857,8.448751
E144_203,7.3306365,4.7304883
E145_793,8.146428,-2.1823897
E146_70,8.369155,-2.5031776
E147_424,4.158931,6.366298
E148_370,-6.3261805,6.6132407
E149_603,2.803116,-8.201167
E150_444,-7.0322747,5.372371
E151_790,3.2325406,-8.342819
E152_464,-7.7514324,5.8779993
E153_193,7.3596373,-1.3922563
E154_280,3.602857,8.570805
E155_345,3.943646,6.732031
E156_239,-0.9249724,8.534662
E157_431,-6.646607,5.356986
E158_399,-7.362986,5.9022593
E159_250,2.013891,7.2474594
E160_667,-7.694733,-5.387457
E161_758,1.7999358,-8.163945
E162_732,-2.3252082,-7.8185077
E163_416,-4.5468464,8.122762
E164_43,5.989722,-3.724984
E165_414,-7.413969,1.2111081
E166_86,6.7100487,-6.6587133
E167_141,8.009421,4.321054
E168_382,4.997439,7.2922997
E169_27,3.527661,-4.9494157
E170_538,-7.9817586,2.967155
E171_659,3.3986652,-9.035451
E172_16,4.103987,-5.8355427
E173_356,-4.3640385,8.057353
E174_229,5.19858,7.340907
E175_409,-7.3171897,5.1145883
E176_586,-6.637549,-3.435108
E177_93,6.9845877,-2.4481714
E178_743,-4.2460837,-6.665105
E179_339,-6.866701,6.011309
E180_431,-5.579673,6.9053326
E181_484,-7.760441,3.5376446
E182_604,-8.035848,1.1198857
E183_491,-3.6784432,-7.9180546
E184_214,8.266275,3.1804984
E185_643,-6.1128893,-4.8398266
E186_146,8.245672,0.023933034
E187_144,7.6370606,-2.078182
E188_475,-9.12522,1.0904818
E189_532,-6.690423,-4.983615
E190_411,-3.7961302,8.487133
E191_80,6.1636963,-5.8719764
E192_11,2.9412272,-5.942138
E193_282,7.674636,3.449527
E194_345,5.088371,4.947583
E195_764,-3.080041,-8.552966
E196_760,6.3600974,-6.422093
E197_768,-3.8974774,-6.4313684
E198_403,3.9938471,7.126218
E199_568,-8.279291,0.78185034
E200_196,7.2206426,1.5338105
E201_499,-2.870194,8.25608
E202_572,-4.658773,-5.519695
E203_52,3.4420128,-5.195107
E204_362,2.7335904,7.691264
E205_553,-8.4699,-1.193475
E206_599,-7.3862605,4.231223
E207_781,6.703284,-6.5176554
E208_5,1.1722575,-6.1065917
E209_436,-1.9919515,9.155272
E210_94,7.2236867,-4.9950027
E211_309,3.5605218,7.418262
E212_104,4.9964547,-4.552832
E213_251,6.415917,4.2621503
E214_452,-7.4037957,4.978704
E215_388,-2.6079001,8.688287
E216_553,-7.223352,6.3656
E217_228,7.58894,2.5022407
E218_661,-5.7680697,-4.307715
E219_321,2.3491752,7.484247
E220_1,-0.02582078,-6.06585
E221_685,3.7201586,-8.496733
E222_387,-3.3596463,7.374937
E223_254,5.745504,5.2746205
E224_761,7.389764,-2.7391531
E225_449,-8.0785055,2.2077014
E226_87,7.464825,-2.1002398
E227_628,-9.181083,0.109099075
E228_638,-6.4008603,5.073683
E229_358,3.1925695,7.750258
E230_159,7.5282426,-3.3807466
E231_123,8.425145,0.49333194
E232_713,7.1228256,-6.3640766
E233_640,-8.083992,-2.305198
E234_368,2.69004,7.6127105
E235_606,-6.2562413,-4.6271725
E236_481,-8.761833,-0.5941769
E237_93,5.718332,-6.191551
E238_709,-6.2104907,-4.3384366
E239_610,-8.47525,-1.2652065
E240_21,4.094702,-5.8284607
E241_472,-7.8191905,3.5756302
E242_771,3.7659533,-8.328349
E243_380,4.6093826,6.6427746
E244_710,7.4627767,4.1684575
E245_785,4.189038,-9.130625
E246_604,-7.5816216,-3.5650551
E247_177,9.207029,1.572822
E248_262,4.2209706,6.604585
E249_502,-8.512865,1.3023009
E250_495,-4.0655513,-7.267254
E251_615,-9.265411,0.2622577
E252_351,3.1878178,6.5189743
E253_687,0.3703258,-7.982912
E254_793,-2.5453458,-7.9549403
E255_51,5.192834,-6.4752274
E256_579,-5.929083,-3.8329258
E257_247,5.5554338,7.751712
E258_298,3.6909103,8.3678055
E259_109,7.2465973,-2.506911
E260_502,-5.9484844,-5.1107607
E261_352,3.8593807,7.6738687
E262_112,7.836497,-2.732587
E263_68,8.31345,-0.80449295
E264_254,-2.8257642,8.157745
E265_188,7.014888,4.099214
E266_594,-8.089875,2.8536475
E267_422,7.545995,2.083567
E268_176,7.6970687,1.0030326
E269_777,-4.2297907,-6.62403
E270_62,5.609735,-5.974591
E271_519,-8.267618,1.1369262
E272_324,4.4171653,7.1562634
E273_705,3.5451593,-8.298765
E274_338,4.2112226,7.2292056
E275_692,-0.71912056,-8.116099
E276_448,-6.671897,5.938145
E277_229,4.030615,7.46206
E278_583,-4.2416196,-6.1286526
E279_633,-7.4108577,7.028638
E280_794,-2.5575113,-6.954333
E281_432,-8.1887665,5.5132637
E282_465,-7.3990254,6.6663437
E283_603,-7.735906,-3.4382007
E284_790,-2.3381748,-8.105943
E285_792,3.8918445,-8.520124
E286_214,7.7381163,-2.1269867
E287_414,-7.2641664,5.4128737
E288_378,-2.0054533,8.670115
E289_640,-7.502992,-0.9722393
E290_524,-7.464067,6.4390936
E291_368,-6.5877256,5.8180327
E292_285,4.413773,6.0564265
E293_44,6.4542155,-2.1852233
E294_168,6.9750986,-1.3715538
E295_321,3.9572048,7.197892
E296_613,-8.91807,0.97341394
E297_488,-5.265821,-6.074532
E298_33,4.4174757,-4.1046243
E299_131,8.79666,2.7538009
E300_46,6.5063787,-5.908776
E301_679,4.332019,-8.893309
E302_42,6.6036873,-3.2957065
E303_50,2.0956042,-6.50075
E304_503,-7.6216207,3.7039006
E305_276,-3.596444,7.816362
E306_343,3.8353364,8.082466
E307_390,4.267214,7.1722517
E308_432,-4.365564,7.7170258
E309_324,3.4827237,6.9061584
E310_106,7.0760217,-2.7109284
E311_692,-3.4734094,-7.740075
E312_237,4.6179113,7.560754
E313_286,-3.3548281,8.741329
E314_777,4.405425,-8.94619
E315_490,-6.33919,-3.7824945
E316_749,5.3346725,-6.997833
E317_531,-6.7986636,5.9750547
E318_124,6.766108,-2.3894486
E319_685,-9.487397,0.33202153
E320_567,-8.3009405,-0.61420447
E321_137,3.8706045,-7.8989134
E322_173,7.378275,-4.281584
E323_91,5.0209417,-4.054925
E324_233,4.0785694,6.6200786
E325_630,1.804323,-8.125871
E326_279,-0.37617254,8.574795
E327_319,-5.999427,5.172345
E328_701,-3.608053,-7.284154
E329_408,-9.147446,1.0088922
E330_35,3.0839436,-8.077324
E331_416,-8.153455,6.274565
E332_221,6.0732527,5.3593836
E333_598,-7.2482367,-4.696995
E334_782,2.0108182,-8.498312
E335_549,-6.290451,-5.3054123
E336_169,8.302814,-1.7990721
E337_702,-2.4358816,-7.567026
E338_545,-9.641206,-0.56657034
E339_629,-6.557858,-5.1061864
E340_18,2.6070576,-6.026488
E341_317,7.5255084,3.6194088
E342_690,-7.9274526,0.3978472
E343_720,-2.3985584,-6.8587327
E344_14,1.8788606,-7.1937327
E345_732,5.8074346,-6.713059
E346_102,5.8818502,-3.0819736
E347_706,-3.0413375,-6.50606
E348_571,-8.926262,-0.6610963
E349_734,-2.9915028,-6.588244
E350_521,-8.524427,-1.9461728
E351_591,-9.393186,-0.53868926
E352_783,4.1585164,-8.078151
E353_4,0.5075636,-6.162494
E354_391,-8.406784,6.2776318
E355_388,-1.6568489,8.894543
E356_104,7.876573,-1.3027807
E357_204,7.000869,2.3101969
E358_506,-7.2883162,4.4301267
E359_545,-7.784417,3.6495774
E360_229,3.4208245,7.0522437
E361_337,-5.7771254,6.534172
E362_13,0.9382937,-6.7294846
E363_146,7.789725,-0.11529006
E364_140,8.838001,-2.29558
E365_54,4.520939,-4.325528
E366_784,-2.117551,-7.3163486
E367_716,-4.3758965,-6.7447557
E368_719,-3.2230623,-8.140403
E369_53,5.853755,-5.553259
E370_625,-6.6762753,-4.5819173
E371_465,-2.287259,9.468535
E372_268,-2.3545198,8.352141
E373_522,-9.714697,0.9293912
E374_263,1.7260963,7.6512327
E375_784,-2.4106793,-8.005405
E376_188,8.259386,2.4397123
E377_328,-2.5512376,8.379116
E378_519,-6.2603164,5.47857
E379_590,-8.179748,0.56407213
E380_101,6.9365497,-6.234405
E381_303,8.391713,2.341881
E382_441,2.8564434,7.94715
E383_51,7.0424457,-3.9996133
E384_496,-9.172108,0.20970994
E385_621,-5.4370055,-4.73458
E386_718,5.566667,-7.77409
E387_59,7.0064507,-2.9149425
E388_579,-8.261826,-0.27125514
E389_225,5.553436,6.775778
E390_714,-6.0220165,-5.2045217
E391_255,5.836319,5.4716587
E392_570,-7.2198977,-4.5192432
E393_133,8.301602,-2.2754598
E394_575,-6.6306763,-5.263015
E395_748,1.4489973,-8.303779
E396_698,8.344123,2.8597043
E397_462,-7.5260663,-5.099445
E398_54,7.957071,-3.043986
E399_192,6.296024,-2.3837101
E400_56,5.3497105,-4.215418
E401_440,-2.6637619,-7.2419634
E402_707,4.536201,-7.799178
E403_376,-2.0203283,8.866118
E404_88,7.2219167,-1.6123275
E405_576,-5.9057965,-6.435556
E406_599,-5.38107,-6.234978
E407_606,-9.259548,0.12595281
E408_35,5.681287,-3.443289
E409_375,-6.9527407,5.32349
E410_213,8.58384,2.886755
E411_218,4.848729,7.0462394
E412_96,5.896295,-5.535875
E413_622,-6.314303,-4.7817416
E414_615,-2.932724,-8.591714
E415_663,-7.7824674,-3.347799
E416_162,6.749746,-4.1462293
E417_557,-7.3870955,-3.965976
E418_154,7.532237,4.253871
E419_568,-8.9732895,0.67270356
E420_408,3.837038,7.6345983
E421_777,6.3695693,-6.9699717
E422_620,-6.7113075,-5.177561
E423_596,-8.369567,-0.5996209
E424_348,-1.1668466,8.300234
E425_285,7.1647506,5.4425015
E426_323,6.125265,6.625312
E427_29,4.050588,-6.448299
E428_311,4.1864243,6.0964327
E429_439,-6.2205005,5.200186
E430_463,-8.209965,4.1098166
E431_616,-8.079513,-0.15958907
E432_527,-3.5228221,8.774368
E433_717,2.9885445,-8.293078
E434_699,-3.0079503,-8.22668
E435_655,-8.190581,-1.5164802
E436_267,9.257956,3.0092516
E437_659,-5.3359876,-4.6468616
E438_681,-2.4028463,-7.3912263
E439_634,-2.768387,-7.2364583
E440_616,-8.328798,4.348746
E441_264,3.8925483,8.169003
E442_350,-5.0216355,7.557292
E443_628,-8.273546,0.491279
E444_360,-4.555852,7.885457
E445_340,3.6664834,8.162724
E446_467,-5.5268993,8.536177
E447_197,7.361301,-0.96628165
E448_491,-7.642674,-0.37108794
E449_248,8.346898,-0.19907339
E450_84,5.266738,-6.6089916
E451_216,6.4123755,2.9795794
E452_141,8.822026,-2.810911
E453_579,-8.119197,-2.4638214
E454_516,-7.314385,3.9988728
E455_652,-2.6223114,-8.143594
E456_296,4.738625,6.574644
E457_519,-7.2544694,6.6408873
E458_248,7.880319,2.6944494
E459_782,7.24865,-3.4640121
E460_200,5.075466,5.8415527
E461_513,-8.57344,0.59919953
E462_127,6.7163463,-3.3741808
E463_612,-9.2998495,0.01294475
E464_192,6.7025986,4.290973
E465_231,7.5604343,5.429565
E466_359,-4.3103137,6.7959127
E467_721,2.4450939,-8.506318
E468_605,-4.0606437,-6.4932017
E469_489,-8.093971,3.258291
E470_155,7.378762,-3.1110532
E471_555,-9.0089855,0.07096042
E472_54,6.4377093,-3.2869217
E473_573,-2.9281328,-8.203512
E474_283,4.949905,7.3586884
E475_268,-0.86704934,8.939951
E476_401,-5.2382793,7.624967
E477_255,1.6544868,6.566986
E478_60,6.865007,-3.0942073
E479_423,-7.7088003,-1.0643451
E480_12,1.3844439,-6.229582
E481_250,7.9824324,3.4481828
E482_21,5.9218245,-4.367191
E483_286,2.987738,8.148713
E484_115,6.201691,0.6486853
E485_770,4.570742,-8.133649
E486_657,-6.643184,-5.2669516
E487_315,7.897501,2.7876594
E488_396,-8.502633,1.3293145
E489_449,-7.9121413,-1.236988
E490_217,6.183463,4.504551
E491_738,6.4514623,-6.396669
E492_321,2.008094,8.47294
E493_626,-7.677123,-1.1953459
E494_169,7.190194,-2.364319
E495_569,-8.133915,6.0180926
E496_238,4.8759193,7.7548466
E497_483,-6.678649,6.0760307
E498_394,-1.1875767,8.547713
E499_52,5.30708,-6.6128244
E500_668,-5.910648,-5.0367107
E501_774,4.8601832,-7.4425287
E502_493,-9.145281,-0.0137390755
E503_371,-0.9532661,8.731732
E504_774,7.2649207,-2.4072008
E505_674,-3.7998495,-7.303457
E506_502,-7.7754755,5.0364494
E507_82,8.691999,-1.4733586
E508_105,3.87578,-8.621299
E509_726,-1.553451,-8.79961
E510_273,-2.497311,8.287018
E511_772,6.975642,-6.5263457
E512_755,5.293963,-8.448179
E513_270,3.5788746,6.470191
E514_267,3.358377,6.568358
E515_201,8.942944,2.2932198
E516_575,-8.597881,2.0703735
E517_594,-7.807511,-1.7853305
E518_120,7.3887467,-2.0946424
E519_154,7.1180806,3.4070024
E520_519,-7.4448147,-4.699497
E521_484,-9.431574,1.2219993
E522_229,8.533477,0.00377796
E523_97,6.0445566,-2.7329822
E524_305,-2.5942633,8.270769
E525_25,2.703292,-6.1870303
E526_495,-7.964789,3.5534852
E527_42,6.174138,-3.4124062
E528_590,-8.38612,-0.8229461
E529_116,4.065002,-8.400156
E530_272,7.533122,4.3011756
E531_204,8.782074,3.2899086
E532_248,6.3263555,3.738966
E533_494,-2.0912476,7.675614
E534_468,-4.0484657,9.167492
E535_98,5.231714,-6.1562347
E536_257,8.636103,4.0410633
E537_143,6.9053154,-5.7692027
E538_221,8.804951,3.5482543
E539_294,-3.1636493,9.056159
E540_423,-0.60126567,8.483258
E541_731,-2.880121,-7.279625
E542_709,3.4359696,-8.614152
E543_288,4.79255,7.161758
E544_446,-8.371675,1.8901252
E545_385,-5.6395893,6.5939074
E546_762,4.0292473,-8.063057
E547_408,-7.8753686,4.807778
E548_752,2.6601315,-8.66785
E549_134,7.113403,1.2967143
E550_704,-4.9818788,-6.0303855
E551_718,3.5740747,-8.9373045
E552_38,6.4080877,-2.4372852
E553_218,8.503667,-4.432363
E554_680,-5.8332167,-4.3971243
E555_575,-9.853933,0.16683598
E556_520,-7.8501196,6.3466916
E557_106,8.106344,-1.8433149
E558_69,7.626314,-1.6009535
E559_243,7.930141,3.153266
E560_760,-2.3279893,-7.3778763
E561_291,-2.8760362,8.609925
E562_65,5.262191,-7.887634
E563_639,-8.717865,-1.6925831
E564_203,7.105271,3.0579093
E565_644,-3.9491234,-7.6088915
E566_553,-4.336334,-6.036882
E567_756,3.1250014,-8.963078
E568_685,-0.55477965,-7.992433
E569_171,8.668331,2.515139
E570_120,6.480871,-3.834561
E571_291,4.3804407,7.9013357
E572_12,0.8924151,-6.3552995
E573_20,0.563429,-6.7175283
E574_260,7.078779,-5.0551867
E575_459,-9.129522,-0.3652466
E576_16,1.716321,-6.536637
E577_327,0.68593925,7.766432
E578_82,7.618372,-3.539318
E579_105,7.9171963,-3.5531628
E580_757,-3.0070753,-7.3051834
E581_217,8.860297,2.2447698
E582_530,-8.257153,1.4117733
E583_441,-4.5174465,7.4711075
E584_705,-3.152206,-7.1998053
E585_167,8.720392,3.4174488
E586_10,1.7301114,-5.981658
E587_393,-0.3327773,7.9187713
E588_560,-7.036058,4.534416
E589_210,7.4668946,2.1928458
E590_230,7.60062,4.744801
E591_506,-8.17494,-0.69165325
E592_262,3.4187343,8.527939
E593_502,-8.785456,0.47855446
E594_461,-0.58144623,8.007327
E595_666,-1.7400657,-7.9407363
E596_98,8.605445,-0.6917479
E597_745,-1.4823992,-7.79048
E598_516,-5.6894813,5.818391
E599_779,-6.9544153,-5.13767
E600_473,-3.2478418,8.580953
E601_347,-3.895746,7.3530064
E602_337,5.194352,5.993907
E603_407,-7.6428223,4.1602554
E604_727,-6.2928796,-4.8045597
E605_306,-1.6601799,8.110225
E606_401,-6.547487,5.1038175
E607_568,-8.748782,0.63714206
E608_698,-3.3848772,-8.039807
E609_313,8.636301,3.0277176
E610_432,-2.3005197,7.973911
E611_440,-6.952689,5.0668693
E612_272,4.4818916,7.0065975
E613_112,8.585824,2.6483963
E614_780,4.5436735,-8.390638
E615_232,6.8675823,4.295967
E616_22,1.4635086,-5.9530377
E617_259,2.4898374,7.906173
E618_407,7.2109604,-0.50803524
E619_654,-7.385499,-3.194523
E620_285,4.9791594,7.9075313
E621_40,3.0531044,-6.6219096
E622_696,-2.4076278,-8.866381
E623_479,-6.722407,3.9545538
E624_767,6.056541,-7.1911893
E625_738,-2.7065709,-8.625442
E626_654,-6.7159142,-5.586146
E627_361,-7.9593563,5.7841363
E628_642,-2.5391958,-7.7113824
E629_58,6.06317,-1.8812581
E630_479,-2.1597562,7.6620703
E631_523,-7.2540913,3.8527439
E632_598,-8.617213,0.07479245
E633_789,7.176499,-3.61533
E634_454,-7.637482,4.3198066
E635_145,7.445452,2.3186886
E636_613,-2.399077,-7.970307
E637_403,-7.3348594,5.2817197
E638_135,8.08169,-2.6276278
E639_782,-3.612456,-8.107317
E640_2,0.2541732,-6.185728
E641_472,-9.620241,0.33543348
E642_212,6.2030945,6.4508133
E643_43,8.452063,-3.0533063
E644_510,-7.6061196,-3.6882143
E645_280,6.0721335,6.7134113
E646_403,-4.248919,7.797589
E647_507,-6.7909493,-4.5694423
E648_239,7.1630497,-3.248062
E649_238,5.589233,6.2605715
E650_303,5.181639,6.227656
E651_106,6.673928,-2.8114674
E652_729,-8.966975,1.5012442
E653_165,7.393387,0.15324914
E654_270,5.180275,6.5753293
E655_51,5.0731006,-6.1274495
E656_311,5.203932,5.6706395
E657_85,7.669741,-3.0537536
E658_599,-6.2610626,-3.4931493
E659_228,7.631052,-3.562708
E660_669,-6.726142,-5.043994
E661_553,-8.279498,1.7973752
E662_381,-3.875917,8.356528
E663_496,-7.750598,-0.13138469
E664_213,5.1718016,5.568369
E665_749,6.7875166,-5.9554305
E666_139,7.169768,1.1631361
E667_71,7.9185205,-1.8868046
E668_142,8.074728,0.7769556
E669_195,7.9161296,2.5235322
E670_396,-2.6065185,8.192948
E671_331,7.7203307,3.0047886
E672_354,7.7579412,3.646234
E673_636,3.8423574,-8.46928
E674_123,6.255571,-6.6714196
E675_396,-4.868561,6.1600447
E676_29,3.5512803,-5.3552117
E677_708,-3.1162996,-7.3935747
E678_611,-6.0365663,-5.3841805
E679_739,3.6055675,-8.768042
E680_165,8.651626,0.94785
E681_307,-3.2543561,9.039871
E682_65,6.075815,-4.06468
E683_531,-9.716732,0.9294851
E684_600,-9.443983,0.4862368
E685_240,4.0781794,6.631051
E686_407,0.34484836,7.9999294
E687_554,-6.1698914,-6.0403996
E688_526,-10.131336,-0.18586133
E689_420,-9.394572,-0.93847656
E690_362,-1.6953058,8.935369
E691_525,-7.3103323,6.029537
E692_310,-1.9565626,8.471441
E693_537,-7.368094,4.4616547
E694_738,-3.9020605,-5.8297124
E695_739,-6.333853,-4.805779
E696_284,3.5120652,8.137017
E697_778,1.9632443,-8.438981
E698_379,8.517594,3.632906
E699_372,-9.477811,0.067276806
E700_196,7.6893635,1.9366926
E701_67,4.9754395,-4.7330394
E702_249,4.529285,7.7629123
E703_348,-1.9989264,8.097496
E704_535,-7.931096,0.014510514
E705_123,8.500644,-0.14622296
E706_67,5.5056534,-5.510277
E707_231,7.9996815,3.8464706
E708_43,4.8555584,-5.7795706
E709_231,5.502269,5.714663
E710_222,8.886467,3.5043247
E711_493,-2.5612376,7.881061
E712_270,4.3767734,8.0870285
E713_710,-3.4350224,-8.203304
E714_318,-7.0289783,6.1508703
E715_101,7.5296817,-3.1133254
E716_250,-2.0367043,7.751968
E717_354,4.579298,6.45647
E718_353,4.237373,7.651665
E719_45,6.259303,-3.2447052
E720_76,9.126289,-2.7088847
E721_502,-6.6323557,5.5139914
E722_528,-8.346935,-0.6306722
E723_452,-3.4220896,8.464914
E724_338,5.599651,6.349617
E725_430,-6.4288425,4.298408
E726_603,-9.191646,0.9002724
E727_442,-7.9342475,3.7343543
E728_508,-7.6541934,6.797349
E729_367,0.35613698,8.7274685
E730_427,-1.7914352,8.645137
E731_395,-7.3135066,5.3730826
E732_45,7.272608,-5.2206163
E733_414,-9.385615,0.07659298
E734_617,-0.49891162,-7.968166
E735_407,-8.34465,4.5669956
E736_145,7.668809,-1.6107975
E737_611,-5.7392616,-4.400537
E738_22,1.2663738,-6.640443
E739_107,8.480461,-1.8962005
E740_143,7.042633,-2.96426
E741_438,-5.801388,7.255111
E742_727,-2.7573414,-8.016486
E743_330,-7.147239,6.7767315
E744_253,5.2679124,6.5982504
E745_192,5.0764318,5.535035
E746_255,3.9396186,6.6051426
E747_761,3.4305596,-8.543126
E748_288,-0.04022625,7.823187
E749_62,8.9987545,-3.3263526
E750_663,-7.0013866,-5.3300323
E751_286,2.299349,7.6775627
E752_190,7.1983213,3.4352293
E753_519,-9.208197,-1.0168731
E754_446,-7.871319,-3.4976146
E755_717,3.9819784,-8.0068865
E756_602,-5.6205883,-4.568335
E757_266,5.887902,4.9669294
E758_573,-6.958605,-5.373508
E759_378,-1.0088743,8.364006
E760_695,3.498715,-9.66128
E761_673,0.415025,-7.958558
E762_680,3.2882423,-8.351329
E763_103,7.029195,1.2324636
E764_368,-1.589616,8.357699
E765_327,-4.264681,9.0112915
E766_502,-3.8949363,8.78519
E767_45,5.4072647,-3.165697
E768_285,-4.6565843,8.1503935
E769_219,8.646445,3.701302
E770_440,-8.4163475,-0.3929847
E771_516,-5.905575,-6.4871945
E772_320,5.5785556,5.330034
E773_765,7.685798,-3.8063955
E774_54,8.017129,-2.4725342
E775_246,4.667171,6.2050567
E776_208,7.4440117,3.7343006
E777_214,9.124695,3.4317324
E778_20,2.0318043,-5.849745
E779_765,5.0533643,-7.7217417
E780_794,5.865296,-6.725804
E781_2,0.0612471,-6.0633454
E782_572,-9.050485,-1.6171743
E783_746,3.6965837,-9.09614
E784_165,7.7853827,3.4085467
E785_99,7.0614176,-1.6332674
E786_465,-8.040663,5.1223993
E787_358,3.342601,7.9123354
E788_672,4.3289976,-8.486489
E789_474,-6.1034703,-3.6443574
E790_141,7.600424,1.9583331
E791_706,-2.533438,-7.0257306
E792_330,-6.6560493,5.2339573
E793_195,4.263711,6.62252
E794_515,-8.111105,1.8059993
E795_433,-7.792994,5.0164685
E796_139,7.20789,1.6055346
E797_539,-3.8369503,-7.0735226
E798_664,4.0615745,-8.059034
E799_60,8.376866,-2.912565
E800_667,-6.2855964,-4.824967
E801_313,3.6364102,5.1065054
E802_294,3.8254037,7.1025896
E803_587,-8.7318945,0.29539114
E804_129,6.5943966,-2.6230078
E805_137,8.234789,1.9120767
E806_300,-2.5170782,8.8805
E807_657,-9.0493765,3.7976408
E808_205,7.348477,-2.2499244
E809_426,-8.472987,-1.3384243
E810_90,6.9245877,-1.966359
E811_637,3.455661,-8.71638
E812_789,6.8711166,-4.3671055
E813_368,5.3855124,4.885131
E814_163,7.521524,2.3586717
E815_116,7.818127,-1.6989555
E816_171,9.27189,3.1331563
E817_103,5.695186,-5.172369
E818_417,-4.2198453,7.5676346
