,t-SNE 1,t-SNE 2
E235_145,6.0730705,-3.2953713
E236_794,3.0637126,10.485782
E237_29,12.975699,-2.9644074
E238_458,-3.4411318,-3.9416363
E239_336,-2.6916194,-2.89903
E240_179,6.9111595,-2.9498382
E241_425,-7.806868,4.754936
E242_49,11.961917,-2.8897905
E243_125,6.684581,-2.7151716
E244_441,-6.8777566,-9.061399
E245_51,12.154147,-3.49062
E246_292,2.342299,0.11206425
E247_708,-7.329639,-8.430052
E248_663,3.1349053,10.428028
E249_738,3.051245,9.771342
E250_662,-6.986938,-8.407452
E251_520,-7.657342,-9.261369
E252_280,3.2609918,-1.2239285
E253_703,-6.179571,-9.2871275
E254_606,-9.8052635,5.3065834
E255_737,-6.3397994,-8.598424
E256_563,-9.857381,6.32198
E257_754,-5.7843223,-8.970373
E258_537,3.085829,10.496097
E259_256,-0.7478083,-1.2214832
E260_458,-9.4957,6.6414104
E261_653,-5.953617,-8.896503
E262_83,10.291935,-3.6501408
E263_230,-0.60405254,-0.77300346
E264_20,12.160879,-3.0545335
E265_570,-5.510727,-9.141211
E266_375,-4.3858523,-5.2024894
E267_497,-9.787732,5.512557
E268_755,-7.8808823,-9.305231
E269_288,-1.4348004,-0.21559615
E270_29,11.618092,-2.9543834
E271_657,-5.785593,-9.855644
E272_466,1.9902028,10.757629
E273_787,-7.4149256,-8.604732
E274_626,-7.10896,-9.029711
E275_473,-9.143393,5.3624406
E276_83,11.3382845,-4.275662
E277_701,-6.6026525,-8.438306
E278_513,-8.11996,-9.134519
E279_564,-6.4040213,-7.040969
E280_571,3.0305643,9.699122
E281_393,-9.043681,4.366069
E282_397,-7.493289,4.596377
E283_291,-1.3838422,1.2685786
E284_682,-7.259141,-9.908716
E285_788,-6.4159126,-8.828416
E286_626,-9.082537,6.4061346
E287_410,-5.1198683,-7.438526
E288_264,0.8083943,0.5101341
E289_674,1.6551453,10.690703
E290_528,2.9542396,9.84949
E291_71,11.333132,-4.7944326
E292_305,0.13633075,-0.41323707
E293_668,-10.563472,5.940319
E294_140,6.5966134,-2.7252996
E295_40,11.779306,-2.2998006
E296_518,3.0561504,10.465559
E297_14,13.130832,-2.7019594
E298_129,7.425279,-2.5776346
E299_264,-3.0247867,-3.3375251
E300_513,-6.946929,-8.99958
E301_502,-7.038355,-7.839286
E302_653,2.6118364,10.691036
E303_500,-4.4292526,-5.2021546
E304_483,-6.604675,-8.803713
E305_612,-9.142843,6.212006
E306_254,-2.897856,-3.1614017
E307_443,-2.2210805,1.6860821
E308_465,-9.001786,5.894262
E309_581,-9.321396,5.9813232
E310_649,-10.464791,6.2377195
E311_206,6.6322513,-2.336793
E312_490,-10.367176,5.0802894
E313_462,-5.381808,-6.733538
E314_536,3.2515264,9.774695
E315_768,2.1385837,10.725293
E316_428,-4.343125,-5.100496
E317_698,-9.4928,5.441662
E318_349,0.80462915,5.679508
E319_376,-3.8036568,-4.7929063
E320_744,3.1977847,10.2793045
E321_752,2.8401659,10.59344
E322_296,0.1996683,5.07904
E323_791,-9.857402,6.604108
E324_166,6.529929,-2.8565152
E325_11,12.864723,-2.099786
E326_735,-9.590761,5.758077
E327_791,3.2337987,9.736232
E328_253,1.2661604,-0.32578477
E329_376,1.1665534,6.978218
E330_208,2.3141763,-1.1626534
E331_42,11.532326,-3.3418953
E332_497,2.5086284,9.7788515
E333_30,12.628585,-2.93958
E334_175,7.959034,-3.165742
E335_723,1.3536133,10.748286
E336_793,-5.743455,-9.75985
E337_559,2.7057912,9.481308
E338_742,1.5624031,10.731699
E339_274,-2.558501,-2.7449274
E340_482,-3.7531898,-4.338844
E341_373,2.4549732,8.535228
E342_295,-2.9127288,1.9818928
E343_86,10.461361,-4.349051
E344_716,3.2760983,9.892501
E345_128,8.652149,-2.9577181
E346_254,2.8877277,-0.9813425
E347_616,3.3791225,10.095578
E348_24,12.664692,-2.44022
E349_342,-2.260132,-1.810077
E350_336,-0.5883397,2.4984694
E351_410,-4.2524023,-4.839059
E352_344,-3.19087,-3.6479084
E353_513,-9.345015,5.4922256
E354_320,0.60833454,5.086618
E355_620,1.9380674,10.852164
E356_494,-9.220689,5.4106374
E357_724,3.421193,9.714922
E358_644,-4.9638886,-9.677972
E359_195,2.1259916,-0.68731284
E360_642,-9.67465,6.565755
E361_451,1.8064239,10.076042
E362_117,7.2153716,-2.9508562
E363_751,-9.933847,5.095383
E364_694,-6.4348297,-10.297749
E365_235,1.2879851,-0.0040503344
E366_578,2.5157804,10.716386
E367_584,-6.983247,-8.214065
E368_520,-10.048415,5.312066
E369_526,0.9569273,6.3489337
E370_519,2.9692461,10.545961
E371_184,7.506772,-2.321139
E372_526,-8.062598,-9.091058
E373_249,-2.3711693,1.7451195
E374_240,3.2481747,-1.3547091
E375_112,7.022411,-2.7165704
E376_82,11.488667,-2.8587523
E377_186,2.4697804,-0.94455445
E378_102,11.277924,-3.7385664
E379_196,1.6844422,-0.32162088
E380_97,9.930567,-2.9224315
E381_312,0.59380466,0.2024424
E382_663,-9.979671,5.0719185
E383_413,-9.348224,4.1067753
E384_590,2.1113434,10.700643
E385_195,6.408386,-2.39979
E386_517,-7.058819,-9.410283
E387_762,-7.220652,-9.031158
E388_441,-4.557573,-5.3989654
E389_485,-6.5610504,5.4698896
E390_533,3.4473016,9.638963
E391_440,-6.6279626,4.1260285
E392_546,-6.59586,-8.75289
E393_372,-2.3392847,1.7482595
E394_364,1.319442,7.2857175
E395_217,1.7399068,0.47474363
E396_573,-7.1924534,-8.2226925
E397_535,12.908836,-1.4993776
E398_94,8.227509,-3.404521
E399_54,12.498255,-3.5171075
E400_318,-1.7558234,0.8462663
E401_449,1.3726206,7.516418
E402_425,-8.913418,4.8946424
E403_656,-8.950695,6.006934
E404_358,-5.2771854,-6.297404
E405_176,6.501704,-3.6763484
E406_178,7.3879814,-2.657999
E407_127,6.703566,-3.3486984
E408_224,1.960447,-0.027552407
E409_210,6.91044,-2.1597736
E410_45,12.055352,-2.7754273
E411_515,-7.5241594,-9.765825
E412_543,-4.474706,-8.27811
E413_662,1.9461102,10.0754795
E414_140,6.69518,-3.424893
E415_560,3.3740268,10.090456
E416_552,2.870179,10.025193
E417_412,-9.545365,4.530105
E418_19,12.295389,-2.7890623
E419_378,-2.0983016,-1.9878298
E420_401,-5.157834,-6.735703
E421_628,-9.415682,5.82719
E422_261,-3.1358223,-3.3568263
E423_647,-9.509996,5.5994577
E424_763,-9.375884,5.8424087
E425_36,12.084158,-3.5842435
E426_209,1.1073709,0.3570592
E427_392,1.2997015,7.271505
E428_517,2.449593,10.712172
E429_57,11.561312,-3.490597
E430_136,10.303263,-3.0825388
E431_251,5.664888,-2.4594636
E432_246,1.635124,0.67246324
E433_594,-9.814115,6.933584
E434_609,-7.7596364,-9.577192
E435_608,2.069712,10.03984
E436_540,-7.759767,-9.586474
E437_747,-9.752735,4.8127475
E438_255,2.0091176,0.8383165
E439_397,-2.8104668,-3.0428522
E440_655,3.4092343,10.048506
E441_131,7.7133365,-2.787089
E442_302,-3.2316778,-3.4669611
E443_756,-6.824594,-8.892184
E444_517,-7.8096046,-8.797528
E445_194,6.016065,-2.0159047
E446_86,11.897156,-2.5733976
E447_175,2.7338388,-1.258825
E448_687,-6.6277504,-9.009168
E449_634,2.5137367,10.22296
E450_533,1.220515,7.107751
E451_94,11.246245,-4.0998325
E452_482,3.1289155,9.385851
E453_143,6.178897,-3.0231442
E454_724,-8.811906,6.2068253
E455_512,3.4823134,9.762542
E456_673,2.427742,9.801378
E457_62,10.553122,-4.3455276
E458_757,-5.7501717,-8.5750885
E459_311,-2.699345,1.9088316
E460_567,-8.26871,-8.956751
E461_327,1.2334064,7.0417147
E462_664,-6.2513695,-8.786306
E463_80,8.225385,-3.4519453
E464_82,8.882735,-3.2081184
E465_509,3.1538413,9.619541
E466_656,-5.6523604,-8.784444
E467_158,7.4689994,-2.5856922
E468_690,-9.449177,6.1704507
E469_758,-6.873364,-8.753615
E470_314,-2.3105228,1.8372432
E471_406,-7.8237844,-9.7587595
E472_514,-7.5432787,-7.3618293
E473_797,2.5019686,10.69621
E474_325,0.6121845,5.1190453
E475_630,-10.573642,5.62719
E476_119,7.7047315,-3.7424488
E477_141,9.572616,-3.0246015
E478_587,2.938448,9.868787
E479_758,2.6384099,9.652846
E480_501,-9.783153,5.8550572
E481_780,1.3242667,10.793276
E482_106,10.72685,-2.9234917
E483_422,-8.779708,5.688509
E484_446,-0.42803353,-0.5373265
E485_88,11.318504,-4.001205
E486_76,11.026809,-2.9893956
E487_611,-6.784519,-9.31177
E488_781,3.0211422,10.45324
E489_798,-6.395797,-9.754404
E490_631,-6.0685043,-9.312942
E491_196,6.8099337,-1.9795765
E492_735,-6.1773553,-8.658595
E493_191,6.641819,-3.1113636
E494_645,1.5721449,10.328663
E495_776,-10.036235,4.976717
E496_345,1.1897022,-0.07469588
E497_750,-9.365341,4.890837
E498_4,13.282472,-1.5999893
E499_51,10.764663,-4.7120824
E500_27,12.74901,-1.8833457
E501_758,1.6808716,10.745203
E502_20,12.646787,-3.2760687
E503_155,6.9510574,-2.8255563
E504_398,-4.539156,-5.5475817
E505_172,6.5966444,-2.3203592
E506_129,6.6613016,-3.4752
E507_59,11.048402,-3.3420343
E508_504,-6.425969,-8.709818
E509_466,-8.003037,-9.952776
E510_370,0.7022089,5.36851
E511_596,-7.0339785,-9.364889
E512_564,-10.392128,6.4841223
E513_35,11.433519,-2.5640454
E514_115,6.6465774,-3.286231
E515_251,-3.3044472,-3.5630891
E516_584,-5.6781936,-7.950394
E517_642,-6.7311025,-8.073091
E518_606,1.6566222,10.402558
E519_313,-2.6566217,1.8820398
E520_196,8.017195,-3.2865663
E521_403,-2.4342475,1.776293
E522_602,-9.261441,5.4968348
E523_264,2.4807599,-0.9559308
E524_214,1.9593666,-0.054555926
E525_55,11.669825,-2.8283448
E526_572,-7.162117,-8.434571
E527_712,-9.573345,5.4423337
E528_166,1.6937668,-0.32041112
E529_690,-5.863394,-8.562744
E530_396,-4.1776237,-4.7894125
E531_519,-4.5893407,-5.34382
E532_609,-9.006541,5.5877028
E533_743,3.3803523,10.135553
E534_90,9.24092,-3.0084581
E535_150,7.952145,-3.1046336
E536_599,1.6683079,10.655818
E537_125,7.426698,-3.131603
E538_725,2.4314885,10.118033
E539_751,2.6041787,9.673147
E540_668,-10.139445,6.220252
E541_105,11.218956,-3.5828001
E542_446,-6.5872774,-9.372448
E543_677,-10.025813,6.671621
E544_513,3.2446187,10.274834
E545_501,2.4148295,9.020517
E546_286,0.16477591,2.7546186
E547_299,1.9270566,0.76619214
E548_193,6.7021723,-2.9433405
E549_136,8.585667,-3.5550075
E550_72,11.541882,-2.502408
E551_139,10.500432,-3.108631
E552_788,-9.102919,5.413248
E553_358,0.8369404,5.8011847
E554_297,-0.75808775,-0.28067097
E555_286,-3.0705903,-3.4187915
E556_253,1.7410136,-0.43306434
E557_280,0.3066468,1.20435
E558_620,-7.5920677,-8.6805105
E559_750,-9.718976,5.9402785
E560_236,2.0523386,-0.090005934
E561_300,-0.2717442,2.9425082
E562_666,-9.782,5.7873015
E563_498,-5.690447,-10.121032
E564_59,11.531881,-2.87686
E565_420,2.4984066,9.1456
E566_536,-5.198994,-9.483377
E567_138,7.3921695,-3.448104
E568_333,-4.264045,-4.974319
E569_296,0.1272128,-0.3720443
E570_689,-9.816688,6.1829686
E571_97,7.7363796,-2.7468574
E572_780,2.5832422,9.671467
E573_31,12.48248,-2.555316
E574_104,7.7784696,-2.8823493
E575_582,2.042135,10.69713
E576_62,11.903314,-2.7155752
E577_693,2.822947,9.699992
E578_429,-9.576156,6.629291
E579_672,-9.286166,5.9511895
E580_372,-7.0199313,4.335399
E581_139,9.11069,-2.3446524
E582_185,6.4249415,-1.8943732
E583_560,-6.3501353,-7.551757
E584_192,1.8011459,-0.7175666
E585_676,2.2722719,9.699458
E586_429,1.8349417,10.166382
E587_426,2.3006194,9.544182
E588_225,2.2370794,0.015325893
E589_46,11.280009,-3.9674757
E590_255,0.35024107,3.7798722
E591_487,-10.500417,5.5327396
E592_63,11.014813,-2.9213364
E593_138,6.5876846,-2.6577334
E594_299,-1.9229306,-1.8538829
E595_362,-2.561842,1.6907988
E596_170,7.194825,-2.4903486
E597_133,8.275005,-3.1443825
E598_183,10.073736,-3.1975632
E599_550,2.1319017,9.89146
E600_454,1.2512989,7.1782303
E601_385,1.3169067,7.3407626
E602_342,-3.8487103,-4.3021584
E603_81,10.302549,-4.24499
E604_576,-9.981443,5.3841324
E605_532,-7.136018,-10.113838
E606_452,-5.946658,-8.802555
E607_36,11.646439,-3.0142584
E608_194,10.343288,-2.5056374
E609_247,2.2130435,-0.85186166
E610_426,-7.8263326,4.8919296
E611_580,-9.316065,6.307179
E612_226,2.8063455,-1.1562474
E613_290,0.33571583,4.316782
E614_779,-4.692839,-5.6611204
E615_566,-8.108102,-9.91226
E616_689,-6.2944775,-9.340926
E617_188,1.3936975,0.13244887
E618_418,-4.1837807,-5.0104384
E619_158,7.373275,-2.5407395
E620_708,-7.1345024,-8.999262
E621_342,-2.922734,-3.178686
E622_796,-7.00415,-8.125716
E623_307,0.54491323,4.8845773
E624_333,-3.0124197,-3.2887437
E625_796,-5.6566234,-9.36501
E626_691,-6.8702536,-8.915283
E627_125,10.296091,-2.9367368
E628_120,6.731337,-2.2522109
E629_232,0.56529254,-0.30468735
E630_232,2.0777733,0.51950246
E631_624,-6.6107297,-9.409712
E632_497,-6.8088036,-10.28267
E633_139,7.3918033,-1.7737865
E634_306,-1.6905218,1.3406482
E635_599,-5.8592935,-10.084436
E636_512,1.2414192,7.2086053
E637_636,-9.072989,6.4730825
E638_434,0.9932503,6.4156966
E639_710,-6.275712,-9.9844475
E640_328,1.0763044,6.8306623
E641_326,-0.21778621,-0.20174532
E642_102,10.9215765,-4.390797
E643_171,7.097088,-2.8596346
E644_555,-7.0435,-8.689386
E645_365,-4.256528,-4.998325
E646_708,-6.671891,-10.210439
E647_597,2.286808,9.917805
E648_128,7.550278,-2.7639992
E649_61,11.216095,-4.3935604
E650_183,6.5261497,-2.9403913
E651_448,0.67311645,5.172598
E652_114,10.8678,-4.433305
E653_146,7.122752,-3.8930216
E654_227,1.6831912,0.76533914
E655_61,12.141448,-2.4135573
E656_144,6.227221,-2.6909747
E657_273,0.55091923,-0.15755104
E658_759,-6.1399574,-9.541974
E659_261,1.9014351,0.39901653
E660_37,11.2056875,-3.115536
E661_89,9.90186,-3.795637
E662_133,6.993458,-2.373792
E663_254,1.9626389,-0.09865561
E664_503,1.5040017,7.0711384
E665_477,0.95749533,6.2126064
E666_245,-0.014561557,-0.23671354
E667_785,-7.6732397,-8.474466
E668_63,11.546691,-3.392278
E669_279,0.3524148,4.293688
E670_490,-7.5228453,-7.4593263
E671_742,-8.113908,-8.194929
E672_562,-5.9878154,-7.923047
E673_315,-3.5905092,-4.696158
E674_341,1.6521859,0.28738406
E675_247,7.190632,-2.450297
E676_291,0.3385703,4.4091096
E677_544,-7.9503517,-9.146506
E678_568,-7.922392,-7.6516914
E679_166,6.8992147,-2.4712114
E680_797,2.5697227,10.68094
E681_14,12.701632,-1.9574151
E682_292,-2.5285904,1.7937022
E683_83,9.50076,-2.8681574
E684_69,11.335006,-3.1613188
E685_738,-7.1101475,-10.287152
E686_276,-1.5076425,1.1415684
E687_787,-10.4721575,6.758455
E688_784,-9.531709,5.851749
E689_431,-2.9348745,-4.2625284
E690_298,1.5666432,-0.38145196
E691_99,11.709381,-2.7629504
E692_332,0.02256499,1.8554299
E693_162,6.9153867,-2.0850315
E694_324,1.1590066,6.827523
E695_348,-6.758799,4.21948
E696_501,-10.273778,6.118446
E697_439,-3.0308797,-3.1741836
E698_739,-6.491022,-9.078147
E699_0,13.610993,-0.85437554
E700_794,-6.8898706,-7.7096868
E701_89,7.997453,-3.339475
E702_218,1.8673104,-0.10802528
E703_786,-9.785462,5.7992816
E704_661,-5.706241,-8.272458
E705_235,1.5450262,0.6558696
E706_160,5.439934,-2.278849
E707_627,-7.5137753,-9.56748
E708_245,0.5449933,-0.40950668
E709_81,10.955805,-3.330053
E710_555,1.9042654,9.973946
E711_473,-7.7846932,-8.538155
E712_236,2.297398,-1.2544181
E713_453,1.3970864,7.5375466
E714_170,7.2102118,-2.0195472
E715_259,2.5051079,0.42648667
E716_586,-7.068472,-9.943709
E717_439,-7.495666,4.4873443
E718_766,3.3202722,10.146756
E719_220,1.4040042,0.431182
E720_314,0.52082974,2.006012
E721_552,2.646884,9.662494
E722_402,-4.274721,-5.0711994
E723_704,-6.0898023,-9.626355
E724_464,-9.559008,5.0988407
E725_209,1.976067,0.764822
E726_427,-4.210311,-4.675086
E727_106,11.180101,-3.7037742
E728_242,1.6452383,0.21156996
E729_601,2.6571763,9.754433
E730_703,-10.053532,5.6296105
E731_492,3.1503828,10.172823
E732_255,1.83784,0.23830107
E733_70,11.395239,-3.3613787
E734_454,2.3498406,9.813907
E735_459,-9.229395,5.459582
E736_458,-4.3410487,-5.0720515
E737_237,2.2556236,0.333817
E738_97,11.847127,-2.6078556
E739_603,3.3893676,10.11991
E740_681,-9.831117,5.6150236
E741_574,2.9967318,10.525964
E742_702,-6.0847735,-10.184801
E743_762,-8.977021,6.3114185
E744_700,-5.5018287,-9.243799
E745_94,9.857504,-4.4089046
E746_575,-9.702706,5.237527
E747_512,-4.128057,-4.8288536
E748_439,-5.766956,-6.8964787
E749_422,-9.20358,6.6940274
E750_95,10.737383,-4.40229
E751_475,1.8105316,10.69864
E752_57,10.828817,-3.4524577
E753_652,2.969208,9.866937
E754_300,-2.3402178,1.6553788
E755_236,0.5225957,0.11844593
E756_618,3.1874995,10.326015
E757_365,-2.5573926,-2.7462785
E758_74,11.973872,-2.5572615
E759_672,2.014252,10.530796
E760_109,9.1995535,-3.122168
E761_752,-9.5555525,6.167869
E762_767,0.0857,0.8020427
E763_184,1.6469741,0.09857585
E764_607,-10.11169,6.137865
E765_77,10.724585,-3.3140318
E766_18,11.965226,-3.0341115
E767_315,0.42728302,4.1739426
E768_390,-7.7285924,-7.7484703
E769_122,8.568401,-2.997083
E770_452,-0.2813611,2.5330472
E771_353,-2.4155226,2.606692
E772_685,-7.0471845,-9.820423
E773_105,11.673818,-4.0414042
E774_734,-5.79664,-8.711251
E775_128,10.232383,-2.7149773
E776_365,0.30210504,4.199756
E777_638,3.2902176,10.222651
E778_155,5.8029017,-2.4063475
E779_572,2.9776824,10.4915695
E780_294,0.38891008,3.5843728
E781_390,-3.7433598,-4.2990985
E782_458,-5.0707197,-6.1968594
E783_205,1.9148813,-0.5783624
E784_451,2.5960166,9.350194
E785_151,7.3413944,-3.117335
E786_271,-3.158516,-3.5371277
E787_600,10.867623,-4.678354
E788_563,2.0329747,10.756467
E789_250,1.8494097,0.5867991
E790_352,-3.865058,-4.21459
E791_96,11.174047,-3.8426445
E792_475,1.2459457,7.266076
E793_65,13.1647,-3.6803102
E794_276,-2.3248098,1.6603664
E795_98,10.1056185,-3.6082854
E796_618,-10.191485,5.323677
E797_648,2.7074502,9.969265
E798_741,2.3785105,10.737675
E799_677,-5.773041,-8.773959
E800_210,1.7711565,-0.3736353
E801_796,-5.963017,-8.320669
E802_472,2.2128878,10.110729
E803_544,-7.9378014,-8.577274
E804_280,1.8811778,-0.01602125
E805_370,-4.3080673,-5.1229773
E806_675,2.2366092,10.39152
E807_182,6.789468,-2.8712924
E808_60,11.677918,-2.9597538
E809_696,3.3298106,10.229489
E810_545,-6.665851,-7.7385445
E811_495,-7.5436087,4.4977427
E812_381,1.5123562,7.5685115
E813_285,0.42007154,4.41957
E814_728,-9.590467,6.6003695
E815_794,-10.5375595,6.603105
E816_788,2.4722557,10.121582
E817_728,-9.408849,6.400193
E818_500,-7.742524,-9.717121
E819_689,1.7990342,10.214979
