,t-SNE 1,t-SNE 2
E113_123,-6.1573286,-7.4689946
E114_325,4.636707,-1.4462585
E115_462,15.869821,-4.3187084
E116_129,-6.126151,-7.5051064
E117_362,-2.0669546,3.4951775
E118_792,-4.418141,14.867096
E119_654,-4.790914,12.142752
E120_194,-5.2039423,-6.598702
E121_260,-2.804838,-1.57383
E122_318,-1.7380335,2.1195543
E123_440,-5.8513646,14.979427
E124_628,-6.1197762,12.763526
E125_258,4.618914,-1.0748605
E126_372,-2.1336825,5.0043783
E127_385,-1.8681087,2.547768
E128_524,17.369778,-2.080048
E129_606,-5.034772,11.813226
E130_297,6.0162373,-0.8813749
E131_487,9.004804,-0.94383717
E132_99,-6.9898715,-7.7917504
E133_506,-3.976654,8.130052
E134_80,-8.243374,-11.372671
E135_461,14.935738,-0.67040795
E136_775,-5.6847777,12.932521
E137_617,13.963513,-2.2570984
E138_279,-2.3033535,4.7550607
E139_791,13.5936,-0.5020069
E140_191,-4.206641,-7.6130204
E141_125,-5.6790147,-6.85359
E142_48,-8.836888,-10.712615
E143_485,-6.2436733,13.63913
E144_92,-6.881323,-10.059106
E145_84,-6.54925,-10.506296
E146_482,-5.4511414,14.524626
E147_303,5.363316,-1.012844
E148_234,-6.2136536,-5.9900465
E149_576,14.089849,-3.203126
E150_0,-12.122631,-10.53725
E151_688,13.886127,-1.0738801
E152_133,-6.4271207,-7.65546
E153_581,-6.8354106,15.333765
E154_626,15.060138,0.0040507773
E155_739,14.313862,-1.6497662
E156_325,5.846963,-0.34987202
E157_64,-9.1992235,-10.016799
E158_219,-5.0151534,-6.015006
E159_601,-5.1098647,13.417781
E160_784,-4.5128384,11.704022
E161_462,17.560804,-3.370293
E162_240,-4.529412,-6.4298162
E163_515,14.887527,-0.6813503
E164_421,-4.444142,13.963233
E165_735,16.00741,-1.8095888
E166_321,-1.6474072,2.4006124
E167_101,-6.9726562,-10.105129
E168_4,-11.597745,-10.631462
E169_271,-1.7950339,-1.3188539
E170_383,-2.193681,3.8656979
E171_666,13.991816,-0.6272109
E172_292,-2.165693,2.9709756
E173_313,-1.6719815,3.1611693
E174_524,-7.549173,11.277624
E175_661,-6.173205,14.544956
E176_659,14.514865,-1.5760728
E177_722,-10.060129,-11.760699
E178_120,-5.388829,-5.6987314
E179_285,-2.3290575,-1.0754693
E180_53,-7.348102,-10.431564
E181_455,-2.8060973,4.9870634
E182_590,14.047461,-4.414234
E183_219,-2.2585063,-3.132958
E184_666,14.71879,-4.0873146
E185_632,15.365662,-0.7138305
E186_40,-9.171535,-10.807538
E187_217,-2.4776137,-3.0284317
E188_34,-8.794441,-11.275053
E189_524,9.422747,-1.2264762
E190_103,-7.133216,-10.319605
E191_455,14.558835,-2.1478279
E192_207,-3.7338865,-4.586515
E193_428,10.595592,-2.7924335
E194_62,-8.8190565,-12.225691
E195_482,-6.481608,11.946281
E196_294,-1.3061435,2.8867767
E197_249,-6.745791,-6.9144325
E198_707,15.012311,-4.809697
E199_743,-6.87043,11.542958
E200_277,4.612078,-1.0041773
E201_335,5.288211,-1.2845126
E202_702,-4.4034343,14.9690895
E203_661,-5.414588,12.622519
E204_660,-7.3070107,12.469802
E205_509,-4.2277236,12.498207
E206_560,17.090878,-0.75497204
E207_591,13.754473,-3.110575
E208_651,-6.1993823,14.850386
E209_184,-2.3930104,-2.007465
E210_769,-6.252589,13.190658
E211_359,6.777666,-0.8569266
E212_122,-7.358625,-10.3541565
E213_86,-5.9194207,-7.599497
E214_118,-7.254319,-9.026072
E215_376,5.9635234,-1.0642333
E216_458,-3.2248082,6.3790145
E217_96,-8.135816,-11.382123
E218_48,-8.582215,-9.778686
E219_465,-2.9181323,6.302729
E220_524,15.295277,-0.27725157
E221_185,-4.9499454,-5.0952063
E222_120,-7.298753,-8.288881
E223_790,17.22062,-2.7677937
E224_624,15.54295,-2.6020825
E225_358,7.8341146,-0.17217007
E226_49,-9.297813,-10.741659
E227_378,-2.0500178,3.5902374
E228_604,-5.7997413,12.857443
E229_94,-8.500779,-11.539257
E230_667,14.943737,-0.1413578
E231_762,12.050271,-5.6194696
E232_91,-4.554918,-6.780245
E233_524,15.472315,-1.7121005
E234_483,12.87459,-2.047843
E235_306,-0.43469563,1.3576545
E236_120,-6.6097403,-7.5588264
E237_781,-3.961666,12.797643
E238_246,-2.2788198,-2.8970134
E239_201,-4.445585,-4.836547
E240_404,-2.3859527,6.1690564
E241_141,-4.914153,-5.985566
E242_413,-3.4011593,6.0717163
E243_545,-3.9247155,14.10398
E244_732,-4.906226,14.539233
E245_540,-7.1100245,11.831366
E246_526,-5.8624115,13.659738
E247_735,-5.459022,13.312409
E248_653,14.194399,-2.1287231
E249_265,0.75303656,-1.0893513
E250_100,-8.034576,-8.975072
E251_441,17.483597,-2.424125
E252_672,-4.6955266,12.253268
E253_616,-6.016976,13.853418
E254_610,17.888391,-3.6617382
E255_321,-0.33946383,0.671461
E256_370,7.681266,-1.0937729
E257_93,-7.100046,-9.413149
E258_735,-7.25598,14.852062
E259_370,8.88279,-1.5324428
E260_499,-7.3683105,12.030542
E261_659,13.687143,-2.3402543
E262_694,17.200197,-3.2090678
E263_713,16.141857,-2.4211006
E264_159,-4.75648,-6.7004795
E265_92,-6.711179,-9.47611
E266_563,-5.3517356,12.595965
E267_176,-3.3984861,-3.8921769
E268_1,-12.023525,-10.552649
E269_121,-4.31657,-7.0618644
E270_92,-7.9258966,-10.4010105
E271_210,-2.9008641,-2.733504
E272_293,-1.9604353,2.754487
E273_499,16.82145,-2.7056444
E274_268,-3.916412,-4.8394785
E275_89,-6.9017587,-7.271218
E276_646,-5.8547764,12.57786
E277_79,-7.7718983,-10.106665
E278_352,-0.53062093,-0.14757831
E279_700,-4.121421,12.008829
E280_412,-2.295357,5.99918
E281_196,-5.5065575,-6.0155053
E282_160,-8.358657,-9.624492
E283_216,-0.27049544,-1.0579333
E284_239,-1.341518,-0.80779034
E285_765,-8.148606,14.125189
E286_516,-2.9192562,5.7567835
E287_615,-5.247815,13.349152
E288_136,-8.359522,-8.492148
E289_569,14.9238205,-1.7349591
E290_142,-4.159741,-5.263228
E291_415,12.698959,-0.90896565
E292_275,-1.6135571,2.2042627
E293_617,14.89929,-1.5016807
E294_174,-3.212261,-3.3706543
E295_634,-4.610332,13.049183
E296_178,-4.5416727,-6.2100077
E297_384,0.5257614,-0.9617017
E298_589,-6.885157,11.724911
E299_461,-1.8308173,3.423303
E300_345,5.7786713,-1.3560508
E301_316,-1.6297848,0.5220587
E302_200,-2.3814101,-2.8702488
E303_9,-11.360507,-10.701489
E304_39,-9.358135,-10.483667
E305_227,-4.5870442,-6.4589047
E306_405,14.470038,-2.5634694
E307_628,14.7752075,-3.7175567
E308_216,-2.1673827,-2.3364289
E309_354,8.320548,-1.2313417
E310_508,17.228874,-2.4949064
E311_171,-5.2501345,-7.482664
E312_369,-2.672543,6.4402065
E313_345,5.1724825,-1.2218277
E314_338,7.5100646,-0.568278
E315_464,16.382029,-4.5149484
E316_592,17.44756,-2.5150182
E317_259,-1.654249,1.626397
E318_704,-8.297925,12.4918585
E319_247,3.454775,-0.32494742
E320_731,14.365482,-2.8039901
E321_97,-6.060316,-6.509263
E322_334,-1.860579,-2.0176005
E323_784,-5.8766665,13.199113
E324_415,-1.9037027,2.9265833
E325_467,15.552345,-4.307765
E326_535,14.5836935,-2.6542332
E327_477,9.396393,-0.70060676
E328_83,-8.329972,-10.288748
E329_477,-5.439839,10.67777
E330_313,5.316658,-1.6383729
E331_551,-6.4947953,14.491277
E332_472,-3.101164,6.319467
E333_778,-6.458347,13.289973
E334_172,-3.684378,-4.8868027
E335_483,-5.766507,11.348748
E336_762,15.812659,-3.9936888
E337_412,14.896883,-2.6556106
E338_538,-6.6506267,12.737922
E339_620,16.005117,-1.9386636
E340_68,-9.694358,-11.178103
E341_381,-1.2401788,3.0035849
E342_150,-4.9734974,-6.6118402
E343_423,8.425134,-0.9696171
E344_662,-7.7067437,11.601706
E345_289,5.7335477,-1.2313757
E346_390,17.408363,-3.9253626
E347_490,-6.797557,14.261044
E348_720,14.5074,-4.7864585
E349_423,6.7542295,-1.0194136
E350_468,15.864192,-3.66426
E351_53,-7.7461863,-10.570313
E352_162,-3.7224896,-4.0791135
E353_556,-3.3188112,13.898752
E354_630,-5.942014,12.500818
E355_659,14.413899,-3.4672022
E356_282,5.2908115,-1.3461604
E357_3,-11.836563,-10.588571
E358_613,-6.700482,12.009821
E359_244,-2.4434566,0.6004766
E360_177,-1.7476369,-2.0353394
E361_323,-1.9087034,-0.30044892
E362_749,16.961714,-1.926615
E363_302,-2.2712312,2.6910388
E364_587,15.967436,-2.8666267
E365_157,-4.7137113,-6.957526
E366_331,-1.0254184,2.5682945
E367_690,13.849498,-3.0403407
E368_777,-5.2672467,12.5295315
E369_134,-5.7225313,-7.4326982
E370_720,16.347845,0.028151145
E371_125,-5.8637047,-5.4797163
E372_318,5.3240666,-0.9299155
E373_60,-7.4557414,-11.237096
E374_344,-1.6787379,3.0814946
E375_400,17.501049,-3.2640173
E376_371,6.4683886,-0.9674505
E377_678,-5.9847383,14.193466
E378_686,15.974546,-1.5589807
E379_578,-7.196848,11.658582
E380_728,14.140012,-4.159808
E381_487,-1.8525437,1.5469905
E382_491,13.993286,-1.0131531
E383_627,17.290297,-4.229313
E384_798,-6.0940056,10.935255
E385_296,-1.4962909,-1.6811733
E386_287,4.9120584,-1.2166287
E387_436,13.088867,-2.785192
E388_668,15.170549,-2.7680902
E389_16,-10.237819,-11.019134
E390_222,-2.888089,-3.3776681
E391_738,15.240545,-0.81043553
E392_481,15.69971,-4.337554
E393_391,8.569977,-0.31025958
E394_713,17.153193,-0.74854743
E395_409,-2.7609463,6.054821
E396_259,-1.3080244,1.463388
E397_656,15.618031,-1.2529398
E398_668,-6.4552298,11.292756
E399_176,-4.90305,-6.154676
E400_428,7.7394223,-0.19195022
E401_217,-5.460423,-5.6301856
E402_709,14.225638,-2.5591712
E403_777,-6.881154,14.487904
E404_49,-6.889236,-10.861261
E405_453,-5.80715,10.619921
E406_92,-5.8606997,-8.16756
E407_588,14.887905,-0.78558075
E408_700,-5.30762,12.365856
E409_19,-9.050981,-9.964601
E410_591,17.4966,-2.5700185
E411_668,-3.7895606,11.894859
E412_593,-5.488813,11.637668
E413_427,-1.4823742,5.641426
E414_632,14.226195,-1.7909302
E415_52,-9.048883,-9.636536
E416_90,-7.2208714,-10.214736
E417_130,-6.589641,-7.2382436
E418_293,-1.3515252,0.88604724
E419_610,15.656814,-4.6242986
E420_400,-2.3219442,6.0524693
E421_467,15.734999,-4.6311073
E422_467,-4.672243,12.229114
E423_759,15.222878,-2.5853024
E424_204,-4.784786,-4.9607244
E425_110,-8.724675,-9.774717
E426_415,7.997403,-0.6928456
E427_426,-3.1454177,5.701943
E428_507,12.933671,-1.1907489
E429_516,14.689281,-2.4534295
E430_385,-2.6019218,6.1837134
E431_482,11.694533,-2.180463
E432_44,-7.1365824,-10.285076
E433_80,-7.5458684,-10.677906
E434_18,-10.942915,-10.896903
E435_182,-1.8138883,-2.3826194
E436_338,7.5419345,-0.876073
E437_520,16.403522,-3.0742214
E438_748,15.669342,-2.2314444
E439_458,8.685643,-1.1473967
E440_727,14.3459835,-0.42236346
E441_156,-2.7926655,-4.3619285
E442_44,-8.759014,-11.275986
E443_54,-7.67756,-11.354956
E444_297,5.192635,-1.0637081
E445_642,13.325442,-2.593126
E446_270,-1.9126889,2.6292944
E447_651,-7.014428,14.852013
E448_608,-6.1511283,11.467446
E449_273,-2.116694,2.7194104
E450_174,-6.188071,-6.7691817
E451_174,-4.254098,-6.552129
E452_480,17.500053,-3.2099183
E453_744,-5.650321,12.216645
E454_788,-5.082135,11.515914
E455_319,-2.1403673,3.6003852
E456_755,-3.672237,12.414355
E457_676,-6.35226,15.622423
E458_552,14.258583,-4.117196
E459_472,-4.824202,10.940782
E460_293,-1.6484548,0.51660824
E461_781,-6.9604974,11.65136
E462_469,-2.1097634,4.192732
E463_517,-4.709663,12.424595
E464_508,-4.604177,12.664042
E465_104,-5.9297276,-7.772817
E466_86,-8.503971,-10.451168
E467_74,-8.926376,-9.948421
E468_2,-11.8824625,-10.573196
E469_438,-5.1326513,14.610069
E470_330,-3.1130059,-1.3838956
E471_388,-4.1601706,8.626195
E472_167,-6.2111382,-6.144345
E473_12,-10.307056,-10.527234
E474_455,-7.118543,15.48912
E475_417,8.132581,-0.8235436
E476_452,9.415367,-1.0428811
E477_705,-5.5444207,15.316986
E478_705,-5.0496106,12.17116
E479_633,14.438642,-0.74058497
E480_123,-7.158918,-9.732039
E481_692,-3.9418333,13.0271015
E482_451,-2.7569199,5.5890913
E483_324,-2.452506,3.8933482
E484_508,8.282269,-1.2604833
E485_51,-8.495081,-9.709016
E486_357,-7.513359,14.546074
E487_621,-6.4075127,13.952787
E488_562,6.005786,-1.1201392
E489_555,-5.236769,11.469808
E490_562,15.168836,-4.213363
E491_428,5.8136373,-0.86051995
E492_618,14.366614,-3.7249725
E493_771,16.256767,-4.0146604
E494_398,-5.4556828,8.613264
E495_23,-10.591087,-11.241512
E496_238,-4.866752,-7.1883183
E497_363,-3.1112764,6.7689385
E498_147,-6.278231,-8.546189
E499_544,15.451013,-3.7628224
E500_374,-6.671878,9.814422
E501_251,-1.833842,-0.8292983
E502_31,-9.572555,-11.372785
E503_59,-9.798714,-11.251916
E504_676,-4.113561,11.390729
E505_227,-1.7760926,-1.4611295
E506_388,-3.343029,5.822778
E507_35,-8.491684,-10.330898
E508_723,-8.563497,11.920667
E509_517,15.078626,-2.9134216
E510_769,-6.536294,11.738096
E511_425,6.1070642,-1.2335607
E512_318,-3.2520347,-4.1184955
E513_401,-2.7688613,6.060999
E514_387,7.602093,-0.8425937
E515_75,-7.9537096,-11.817281
E516_205,-5.524477,-5.3041253
E517_188,-3.3101993,-3.82955
E518_303,-1.3252027,-1.7195047
E519_200,-2.5237339,-2.1979742
E520_519,14.657598,-3.3986917
E521_317,2.0495615,-0.67815125
E522_270,2.1373096,-0.5885661
E523_137,-6.2927966,-7.9451313
E524_116,-4.464904,-7.2168527
E525_75,-8.357606,-10.360123
E526_436,-2.713623,5.2008085
E527_648,-4.7156477,13.235575
E528_674,16.91389,-4.142058
E529_640,-6.7753167,13.80002
E530_606,-5.5885024,13.287581
E531_149,-5.505591,-6.7854624
E532_261,-2.797241,-2.6773229
E533_732,-3.6532407,12.280284
E534_245,-1.794953,-1.3994066
E535_557,-7.9323754,11.951017
E536_798,-4.1703653,14.615091
E537_334,3.5661323,0.13684717
E538_758,-8.213433,13.7741
E539_360,-2.675404,6.5973086
E540_550,13.913152,-2.5394862
E541_216,-2.1761897,-1.9965103
E542_53,-7.0980287,-10.804742
E543_72,-7.369642,-11.110572
E544_718,-5.628696,13.66426
E545_378,5.1068096,-1.0644401
E546_497,-3.3163776,7.6347895
E547_149,-5.235045,-6.9506273
E548_643,-6.7534904,15.116565
E549_248,-2.130677,-3.194941
E550_313,5.7809577,-0.57810026
E551_417,8.14645,-0.95258296
E552_226,-2.3859017,-2.4804103
E553_469,15.120681,-3.0877886
E554_586,-6.371416,14.707047
E555_135,-7.335268,-8.224217
E556_47,-7.776295,-10.854062
E557_83,-6.6011825,-6.6869206
E558_428,6.039999,-1.0387803
E559_767,15.681349,-3.481865
E560_695,-4.059244,13.969389
E561_506,-4.7995033,12.974534
E562_483,16.7912,-3.1369238
E563_142,-5.2706485,-6.8355927
E564_369,-1.4154506,-0.117211774
E565_66,-7.8520246,-10.841854
E566_583,-2.5419621,6.282309
E567_698,-5.765149,-6.603845
E568_487,15.701666,-4.1322646
E569_548,-7.364827,13.647106
E570_225,-3.2562718,-2.1021314
E571_159,-4.4830127,-6.483951
E572_609,-5.950062,13.736132
E573_56,-6.982477,-11.112282
E574_140,-5.4810443,-7.112124
E575_57,-8.675151,-11.29366
E576_84,-7.4301863,-11.260387
E577_232,-1.9572227,-2.3284755
E578_652,16.908012,-1.9829861
E579_197,-4.8500104,-5.3914967
E580_741,14.651553,-3.2005193
E581_307,5.5892725,-0.94551283
E582_329,-2.022006,3.1986516
E583_76,-7.981781,-11.157087
E584_567,10.695157,-1.6739134
E585_29,-10.742971,-11.10157
E586_658,16.842993,-2.7022507
E587_227,-2.7392335,-2.3630304
E588_286,5.059824,-0.23272505
E589_470,14.689656,-2.6190436
E590_435,-3.2590737,6.8332872
E591_611,-6.692796,11.640917
E592_362,-3.1396184,5.7802453
E593_542,-6.024636,15.229352
E594_85,-5.8227797,-8.205761
E595_619,14.7996,-2.9665768
E596_16,-10.085875,-10.435663
E597_240,0.42555043,-0.76888037
E598_259,-2.1914816,-1.1974237
E599_365,5.600993,-1.1192608
E600_343,-1.9969882,0.15296961
E601_479,15.406965,-1.958354
E602_603,-5.3737116,12.680698
E603_239,-2.7220392,-2.0520377
E604_739,14.343215,-0.92453015
E605_494,-3.366816,8.300709
E606_638,14.871894,-4.3921075
E607_606,14.746549,-0.9176698
E608_134,-5.626774,-6.1524467
E609_704,-7.7357373,12.41953
E610_301,-1.5775601,3.277062
E611_579,-6.6474843,12.36712
E612_15,-10.571499,-11.0778885
E613_266,2.609972,-0.8923313
E614_165,-6.296983,-7.187871
E615_772,-6.7673736,13.177871
E616_611,-6.5879936,14.227872
E617_22,-10.047435,-11.252603
E618_699,-7.253852,12.055249
E619_245,-2.6839204,-2.0527213
E620_702,15.00151,-4.677646
E621_551,-3.5037894,6.1485033
E622_160,-7.4809475,-8.000951
E623_637,16.598183,-3.4368403
E624_362,4.8296247,-0.771544
E625_760,-6.5812488,10.924354
E626_120,-5.4053164,-7.5036926
E627_74,-8.965971,-10.706915
E628_17,-10.986364,-11.109856
E629_421,-2.2723472,6.1746297
E630_347,4.143437,0.28755182
E631_513,12.832316,-2.4455838
E632_571,15.426352,-2.5304685
E633_423,9.329201,-1.0230995
E634_536,14.600336,-2.703208
E635_10,-10.916209,-10.911618
E636_601,-6.747994,14.10723
E637_105,-5.723111,-7.017965
E638_558,15.23332,-2.2322154
E639_480,-7.90802,14.717066
E640_341,7.294598,-0.49469763
E641_95,-7.680622,-9.890992
E642_250,-1.6308231,2.8947616
E643_498,-2.876288,6.3937187
E644_85,-6.315954,-7.1527987
E645_443,-2.9043453,7.1747546
E646_761,16.434475,0.07635576
E647_84,-8.198047,-10.083357
E648_513,11.878313,0.5631298
E649_723,-3.0639954,12.589986
E650_42,-10.314174,-11.543994
E651_264,1.8445153,-0.51103646
E652_2,-11.992174,-10.562433
E653_623,-5.244434,13.604027
E654_524,16.49546,-1.9779291
E655_502,6.7691946,-0.43604493
E656_144,-4.9658475,-6.832652
E657_35,-9.648828,-10.578475
E658_4,-11.651026,-10.631854
E659_647,15.34246,-4.766472
E660_775,-7.482102,11.954321
E661_44,-9.401939,-11.429686
E662_186,-5.588223,-7.123
E663_679,-4.947303,11.73158
E664_676,15.042221,-2.1278992
E665_361,-0.4934476,0.78472054
E666_301,3.7864795,-0.84189874
E667_627,-6.380879,11.024811
E668_661,-8.258134,-9.927273
E669_480,15.858326,-3.7992954
E670_17,-10.636019,-10.247491
E671_50,-7.8265615,-10.390211
E672_347,8.174454,-1.0886437
E673_438,-6.1880417,13.062587
E674_110,-6.8578134,-8.626748
E675_666,-6.6472554,13.5788355
E676_233,-1.4462974,-1.3541031
E677_240,-0.70384294,-1.306353
E678_794,15.611569,-2.5682504
E679_662,14.549689,-0.2549763
E680_747,-4.4327316,12.943182
E681_274,-0.9018453,-1.4680736
E682_8,-11.423488,-10.702042
E683_725,15.880786,-0.11336078
E684_603,16.79502,-3.5731766
E685_165,-4.710501,-5.7597404
E686_291,5.574443,-1.0635408
E687_306,5.783511,-1.276026
E688_755,14.053524,-1.4686764
E689_642,16.494747,-2.520889
E690_421,7.895752,-0.74716276
E691_129,-5.999182,-10.542021
E692_304,-0.9488985,1.6852521
E693_30,-8.230733,-11.026443
E694_352,-1.9132802,3.496056
E695_549,13.311278,-2.5493615
E696_589,-3.6115737,13.255987
E697_452,9.11533,-0.9229652
E698_56,-8.475458,-10.18467
E699_403,-2.6888351,6.5932345
E700_128,-8.640873,-8.927339
E701_114,-4.227957,-7.267077
E702_596,-6.2351513,12.063093
E703_49,-8.944637,-10.054231
E704_336,-2.0047498,2.8916104
E705_679,13.92144,-0.9257853
E706_646,14.645529,-2.6238508
E707_100,-5.9909472,-10.836065
E708_603,13.550597,-2.6271834
E709_169,-3.1722903,-3.6633277
E710_154,-4.5339437,-6.463322
E711_774,16.774534,-2.3251808
E712_505,16.106226,-4.162458
E713_682,14.000757,-2.892681
E714_624,13.166785,-2.8868983
E715_313,4.6652555,-1.362464
E716_645,-6.615887,15.505575
E717_486,15.721377,-2.8960102
E718_578,8.375735,-0.9364123
E719_435,9.247785,-1.5999616
E720_413,8.631095,-0.86707306
E721_131,-5.295577,-8.004399
E722_344,6.327113,-0.69245017
E723_391,4.285489,-0.53299266
E724_712,15.95396,-2.3221262
E725_329,-2.2321818,4.2147794
E726_276,4.545047,-0.4175415
E727_450,7.95567,-0.87771916
E728_492,8.035009,-0.7205469
E729_490,16.443064,0.008486459
E730_709,14.55053,-0.7710967
E731_66,-8.021592,-10.209384
E732_105,-6.4616985,-7.543666
E733_532,-5.9746394,11.276257
E734_254,-0.6964296,0.03540748
E735_308,3.5935555,-0.428046
E736_358,-1.3866334,2.7180243
E737_741,-4.9626975,13.790514
E738_511,8.150444,-0.9945121
E739_753,-4.93615,14.101679
E740_650,14.253907,-1.9472826
E741_506,-3.8409357,12.640248
E742_500,3.513194,0.6397808
E743_698,-7.406726,13.90207
E744_398,3.0197277,-0.19797412
E745_494,-3.2069685,7.192759
E746_540,-5.5232434,11.129226
E747_567,-5.69617,14.748868
E748_693,14.509935,-0.71295434
E749_546,-4.912066,14.636886
E750_46,-7.2806444,-10.125765
E751_121,-7.456767,-9.653196
E752_765,15.773637,-2.8712413
E753_229,0.25203237,-0.84761995
E754_420,8.589012,-1.2679642
E755_627,14.150201,-4.333162
E756_293,5.546212,-0.70785886
E757_515,8.721697,-0.6946147
E758_52,-7.977951,-11.3259535
E759_524,13.507747,-3.3561544
E760_64,-8.845832,-9.81293
E761_108,-7.336065,-10.967265
E762_286,-1.3413863,2.0784614
E763_429,8.981419,-0.72579366
E764_159,-4.935984,-7.6055975
E765_572,16.49811,-0.4207155
E766_345,5.9768543,-0.50656325
E767_757,-6.803422,12.327505
E768_468,9.825857,-1.1189669
E769_655,15.599708,-2.1856885
E770_544,-6.1725492,13.142035
E771_557,15.747041,-3.4262817
E772_590,-7.356754,14.151809
E773_176,-4.745635,-6.3256617
E774_419,14.829201,-0.28685713
E775_706,14.257983,-3.0521965
E776_649,-4.841219,12.87682
E777_53,-8.576752,-11.141596
E778_145,-3.871886,-5.0275927
E779_436,-7.506834,12.53582
E780_115,-6.8473177,-7.765126
E781_618,-5.415153,13.093091
E782_393,8.220779,-0.9280001
E783_58,-9.134253,-10.165935
E784_531,-5.2812877,13.64203
E785_399,-2.8471875,5.496116
E786_784,14.108242,-1.2326294
E787_444,-4.162845,14.117956
E788_264,-1.3080096,-2.1536603
E789_622,14.632297,-1.2388711
E790_673,-4.219411,14.155862
E791_484,-4.454017,8.725712
E792_546,8.38001,-0.7354143
E793_49,-7.4258,-11.047663
E794_153,-5.852914,-6.011797
E795_721,-4.5409665,12.309299
E796_47,-8.835071,-9.929481
E797_560,-6.077315,13.505511
E798_275,-1.7184966,1.6082395
E799_702,-6.464372,11.582855
E800_322,-1.6235516,-0.81387734
E801_366,5.3922606,-1.0775512
E802_460,-3.3822882,7.1647725
E803_34,-9.149483,-11.066688
E804_678,-5.581783,11.952521
E805_266,-4.8702283,-5.175457
E806_685,14.741012,-1.9133599
E807_453,17.359047,-2.9142957
E808_186,-2.752687,-3.2764108
E809_76,-9.315242,-11.734896
E810_566,8.378288,-1.1086788
